GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - Less than 10.0 percent,Margin of Error; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Margin of Error; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Margin of Error; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Margin of Error; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Margin of Error; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Margin of Error; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Margin of Error; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Margin of Error; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Margin of Error; Total: - 50.0 percent or more,Estimate; Total: - Not computed,Margin of Error; Total: - Not computed
1500000US360470169001,360470169001,"Block Group 1, Census Tract 169, Kings County, New York",293,120,0,12,13,20,13,20,44,67,0,12,75,61,0,12,0,12,109,71,39,61
1500000US360470169002,360470169002,"Block Group 2, Census Tract 169, Kings County, New York",489,130,0,12,53,65,61,63,85,66,155,91,59,51,11,18,40,63,0,12,25,31
1500000US360470169003,360470169003,"Block Group 3, Census Tract 169, Kings County, New York",101,59,0,12,0,12,43,41,15,24,11,19,8,14,24,27,0,12,0,12,0,12
1500000US360470169004,360470169004,"Block Group 4, Census Tract 169, Kings County, New York",294,118,0,12,15,26,63,49,42,40,34,28,11,19,98,100,0,12,31,37,0,12
1500000US360470169005,360470169005,"Block Group 5, Census Tract 169, Kings County, New York",338,124,24,39,58,72,30,47,46,51,0,12,16,26,0,12,14,23,17,31,133,109
1500000US360470170001,360470170001,"Block Group 1, Census Tract 170, Kings County, New York",146,59,0,12,10,14,16,25,15,17,40,45,0,12,49,46,0,12,0,12,16,19
1500000US360470170002,360470170002,"Block Group 2, Census Tract 170, Kings County, New York",233,82,0,12,0,12,32,35,19,21,23,29,6,10,0,12,19,29,75,57,59,43
1500000US360470170003,360470170003,"Block Group 3, Census Tract 170, Kings County, New York",91,47,9,13,9,14,0,12,37,31,11,18,0,12,9,15,0,12,0,12,16,25
1500000US360470171001,360470171001,"Block Group 1, Census Tract 171, Kings County, New York",294,75,16,25,40,41,12,13,43,44,20,25,24,38,50,39,16,18,51,37,22,29
1500000US360470171002,360470171002,"Block Group 2, Census Tract 171, Kings County, New York",116,74,23,28,8,13,24,38,0,12,0,12,0,12,15,23,14,21,32,44,0,12
1500000US360470171003,360470171003,"Block Group 3, Census Tract 171, Kings County, New York",137,75,0,12,7,10,21,18,7,11,46,53,0,12,9,14,0,12,26,26,21,34
1500000US360470171004,360470171004,"Block Group 4, Census Tract 171, Kings County, New York",193,94,37,53,19,19,11,16,20,21,0,12,7,10,17,19,21,34,61,69,0,12
1500000US360470172001,360470172001,"Block Group 1, Census Tract 172, Kings County, New York",187,79,23,37,27,36,33,42,10,15,10,15,9,15,8,14,10,13,57,51,0,12
1500000US360470172002,360470172002,"Block Group 2, Census Tract 172, Kings County, New York",308,113,0,12,45,55,71,65,58,63,7,11,17,36,49,56,7,11,26,32,28,44
1500000US360470174000,360470174000,"Block Group 0, Census Tract 174, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470174001,360470174001,"Block Group 1, Census Tract 174, Kings County, New York",150,64,0,12,42,41,0,12,0,12,15,23,4,6,14,22,25,39,29,24,21,34
1500000US360470174002,360470174002,"Block Group 2, Census Tract 174, Kings County, New York",154,68,25,36,27,34,0,12,24,26,0,12,31,43,0,12,11,18,32,30,4,7
1500000US360470175001,360470175001,"Block Group 1, Census Tract 175, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470176000,360470176000,"Block Group 0, Census Tract 176, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470176001,360470176001,"Block Group 1, Census Tract 176, Kings County, New York",185,63,5,8,0,12,22,35,10,14,13,17,17,19,0,12,3,5,55,36,60,53
1500000US360470176002,360470176002,"Block Group 2, Census Tract 176, Kings County, New York",272,63,0,12,28,32,37,28,27,23,13,15,5,8,8,10,14,12,118,43,22,34
1500000US360470177001,360470177001,"Block Group 1, Census Tract 177, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470178001,360470178001,"Block Group 1, Census Tract 178, Kings County, New York",267,70,13,20,31,25,3,6,5,10,61,38,17,22,0,12,11,17,116,53,10,17
1500000US360470178002,360470178002,"Block Group 2, Census Tract 178, Kings County, New York",204,54,0,12,13,15,21,22,19,21,20,20,7,13,0,12,10,16,72,42,42,36
1500000US360470179001,360470179001,"Block Group 1, Census Tract 179, Kings County, New York",571,117,49,48,44,53,63,63,19,21,104,61,80,52,58,48,61,47,93,51,0,12
1500000US360470179002,360470179002,"Block Group 2, Census Tract 179, Kings County, New York",390,86,24,24,37,31,58,35,72,45,50,34,45,37,0,12,10,16,94,60,0,12
1500000US360470179003,360470179003,"Block Group 3, Census Tract 179, Kings County, New York",87,49,24,32,11,18,13,15,16,25,15,25,0,12,0,12,0,12,8,14,0,12
1500000US360470180001,360470180001,"Block Group 1, Census Tract 180, Kings County, New York",247,88,0,12,33,31,21,22,29,34,57,53,21,34,0,12,8,12,68,62,10,16
1500000US360470180002,360470180002,"Block Group 2, Census Tract 180, Kings County, New York",355,109,0,12,0,12,44,46,0,12,0,12,57,54,0,12,22,34,182,86,50,45
1500000US360470181001,360470181001,"Block Group 1, Census Tract 181, Kings County, New York",477,133,14,22,62,78,14,22,68,57,172,114,27,32,24,28,41,67,11,19,44,69
1500000US360470181002,360470181002,"Block Group 2, Census Tract 181, Kings County, New York",359,96,65,82,15,25,63,61,102,93,25,22,19,29,14,22,27,29,13,21,16,25
1500000US360470181003,360470181003,"Block Group 3, Census Tract 181, Kings County, New York",403,129,14,22,39,62,119,107,39,36,46,43,47,41,27,31,13,21,59,48,0,12
1500000US360470181004,360470181004,"Block Group 4, Census Tract 181, Kings County, New York",228,86,0,12,39,63,98,75,29,31,10,15,25,29,0,12,0,12,27,45,0,12
1500000US360470182001,360470182001,"Block Group 1, Census Tract 182, Kings County, New York",253,76,0,12,56,48,0,12,9,16,28,37,8,12,33,37,47,36,53,54,19,30
1500000US360470182002,360470182002,"Block Group 2, Census Tract 182, Kings County, New York",428,100,19,27,14,22,102,68,0,12,38,36,20,33,46,44,29,34,123,63,37,37
1500000US360470183001,360470183001,"Block Group 1, Census Tract 183, Kings County, New York",410,82,14,15,8,14,100,70,99,53,41,33,57,42,16,25,6,11,69,55,0,12
1500000US360470183002,360470183002,"Block Group 2, Census Tract 183, Kings County, New York",212,79,12,18,11,18,70,58,44,50,8,13,0,12,14,19,19,22,34,27,0,12
1500000US360470183003,360470183003,"Block Group 3, Census Tract 183, Kings County, New York",217,77,5,9,0,12,15,21,80,61,56,52,11,18,41,52,9,14,0,12,0,12
1500000US360470184001,360470184001,"Block Group 1, Census Tract 184, Kings County, New York",94,50,0,12,0,12,2,5,4,6,25,32,11,12,5,7,4,6,38,38,5,10
1500000US360470184002,360470184002,"Block Group 2, Census Tract 184, Kings County, New York",99,46,15,19,27,20,7,11,0,12,0,12,0,12,11,18,7,10,28,33,4,8
1500000US360470185011,360470185011,"Block Group 1, Census Tract 185.01, Kings County, New York",215,93,72,68,10,14,32,37,7,11,0,12,26,40,0,12,28,44,17,22,23,34
1500000US360470185012,360470185012,"Block Group 2, Census Tract 185.01, Kings County, New York",403,112,50,52,25,40,68,55,52,40,68,53,37,35,0,12,21,33,82,68,0,12
1500000US360470185013,360470185013,"Block Group 3, Census Tract 185.01, Kings County, New York",561,95,22,37,34,55,106,61,56,55,70,50,69,40,9,15,69,56,115,61,11,17
1500000US360470185014,360470185014,"Block Group 4, Census Tract 185.01, Kings County, New York",345,76,22,27,12,19,32,28,47,48,31,29,40,46,30,37,63,59,59,46,9,15
1500000US360470186001,360470186001,"Block Group 1, Census Tract 186, Kings County, New York",137,75,0,12,0,12,46,56,0,12,0,12,32,45,8,12,19,30,32,29,0,12
1500000US360470186002,360470186002,"Block Group 2, Census Tract 186, Kings County, New York",119,50,12,17,10,11,13,21,17,15,5,8,0,12,12,12,14,22,36,43,0,12
1500000US360470187001,360470187001,"Block Group 1, Census Tract 187, Kings County, New York",429,75,12,15,72,60,100,61,45,28,9,11,64,50,12,17,26,21,53,39,36,31
1500000US360470188001,360470188001,"Block Group 1, Census Tract 188, Kings County, New York",173,79,9,13,35,44,23,20,4,6,21,24,26,25,0,12,23,38,32,44,0,12
1500000US360470188002,360470188002,"Block Group 2, Census Tract 188, Kings County, New York",256,84,0,12,5,9,68,45,20,24,6,9,23,28,23,34,10,17,80,62,21,25
1500000US360470190001,360470190001,"Block Group 1, Census Tract 190, Kings County, New York",538,117,21,32,7,11,63,57,41,46,54,38,75,49,6,11,65,70,167,61,39,41
1500000US360470190002,360470190002,"Block Group 2, Census Tract 190, Kings County, New York",472,127,7,10,0,12,9,13,88,68,57,47,53,53,20,32,19,20,157,72,62,57
1500000US360470190003,360470190003,"Block Group 3, Census Tract 190, Kings County, New York",227,88,8,14,23,21,45,51,30,31,24,29,22,35,8,12,27,34,8,12,32,40
1500000US360470191001,360470191001,"Block Group 1, Census Tract 191, Kings County, New York",222,81,0,12,13,31,11,12,9,14,46,40,0,12,21,32,0,12,110,63,12,19
1500000US360470191002,360470191002,"Block Group 2, Census Tract 191, Kings County, New York",118,61,0,12,11,13,25,30,42,44,0,12,5,9,0,12,5,8,22,24,8,12
1500000US360470191003,360470191003,"Block Group 3, Census Tract 191, Kings County, New York",262,93,0,12,17,29,23,28,28,27,21,25,27,33,33,42,0,12,70,43,43,65
1500000US360470192001,360470192001,"Block Group 1, Census Tract 192, Kings County, New York",265,74,0,12,0,12,38,40,10,17,58,52,7,12,19,23,42,32,91,48,0,12
1500000US360470192002,360470192002,"Block Group 2, Census Tract 192, Kings County, New York",201,94,0,12,12,29,0,12,40,38,0,12,4,10,16,25,8,14,71,62,50,34
1500000US360470193001,360470193001,"Block Group 1, Census Tract 193, Kings County, New York",496,120,0,12,0,12,71,54,28,37,42,46,76,72,33,52,51,62,165,87,30,33
1500000US360470193002,360470193002,"Block Group 2, Census Tract 193, Kings County, New York",474,115,0,12,47,71,106,69,31,34,27,28,14,23,17,27,10,19,206,105,16,24
1500000US360470193003,360470193003,"Block Group 3, Census Tract 193, Kings County, New York",63,65,0,12,14,22,0,12,0,12,0,12,0,12,0,12,0,12,13,22,36,58
1500000US360470193004,360470193004,"Block Group 4, Census Tract 193, Kings County, New York",97,79,0,12,0,12,13,21,44,71,0,12,0,12,0,12,12,18,28,32,0,12
1500000US360470194001,360470194001,"Block Group 1, Census Tract 194, Kings County, New York",494,94,0,12,26,31,54,51,66,49,79,67,54,52,70,68,0,12,121,70,24,22
1500000US360470194002,360470194002,"Block Group 2, Census Tract 194, Kings County, New York",112,57,0,12,28,25,0,12,0,12,23,37,9,13,24,38,9,14,19,18,0,12
1500000US360470194003,360470194003,"Block Group 3, Census Tract 194, Kings County, New York",149,71,0,12,0,12,9,15,8,13,9,14,8,12,27,45,0,12,25,29,63,58
1500000US360470195001,360470195001,"Block Group 1, Census Tract 195, Kings County, New York",284,104,60,64,0,12,22,23,55,47,42,47,11,16,0,12,37,58,43,37,14,24
1500000US360470195002,360470195002,"Block Group 2, Census Tract 195, Kings County, New York",245,106,34,47,38,40,9,13,21,25,51,69,18,23,0,12,38,47,28,37,8,15
1500000US360470195003,360470195003,"Block Group 3, Census Tract 195, Kings County, New York",209,68,0,12,29,25,17,24,16,17,54,45,0,12,0,12,9,13,37,30,47,44
1500000US360470195004,360470195004,"Block Group 4, Census Tract 195, Kings County, New York",308,107,26,42,0,12,7,11,28,45,37,34,73,85,0,12,25,28,94,76,18,28
1500000US360470196001,360470196001,"Block Group 1, Census Tract 196, Kings County, New York",503,128,0,12,0,12,43,51,67,58,26,34,107,79,14,16,62,57,184,100,0,12
1500000US360470196002,360470196002,"Block Group 2, Census Tract 196, Kings County, New York",223,89,0,12,38,41,24,30,0,12,0,12,43,49,0,12,0,12,88,63,30,39
1500000US360470196003,360470196003,"Block Group 3, Census Tract 196, Kings County, New York",339,118,0,12,0,12,68,59,12,14,27,42,38,44,26,40,14,21,122,76,32,31
1500000US360470197001,360470197001,"Block Group 1, Census Tract 197, Kings County, New York",166,69,9,14,44,48,6,9,46,46,0,12,0,12,11,18,26,41,24,22,0,12
1500000US360470197002,360470197002,"Block Group 2, Census Tract 197, Kings County, New York",151,59,0,12,8,13,9,14,46,39,33,39,10,15,0,12,0,12,45,32,0,12
1500000US360470197003,360470197003,"Block Group 3, Census Tract 197, Kings County, New York",173,62,28,31,7,11,49,49,37,31,0,12,0,12,0,12,13,16,32,37,7,12
1500000US360470197004,360470197004,"Block Group 4, Census Tract 197, Kings County, New York",253,86,25,38,25,28,4,7,54,45,0,12,44,43,17,19,0,12,48,35,36,40
1500000US360470198001,360470198001,"Block Group 1, Census Tract 198, Kings County, New York",153,58,0,12,6,9,30,38,15,19,23,27,16,18,27,21,4,7,19,23,13,20
1500000US360470198002,360470198002,"Block Group 2, Census Tract 198, Kings County, New York",169,91,10,12,18,28,97,89,0,12,6,9,0,12,0,12,0,12,17,20,21,22
1500000US360470199001,360470199001,"Block Group 1, Census Tract 199, Kings County, New York",185,89,0,12,46,52,0,12,45,46,25,28,11,16,9,14,11,19,38,47,0,12
1500000US360470199002,360470199002,"Block Group 2, Census Tract 199, Kings County, New York",287,77,0,12,0,12,77,59,21,22,42,42,8,13,20,24,79,64,40,29,0,12
1500000US360470199003,360470199003,"Block Group 3, Census Tract 199, Kings County, New York",156,67,20,33,15,18,33,39,24,23,21,34,11,18,10,14,12,19,10,16,0,12
1500000US360470199004,360470199004,"Block Group 4, Census Tract 199, Kings County, New York",387,94,0,12,9,14,91,57,30,27,69,42,20,21,9,14,11,17,94,49,54,62
1500000US360470200001,360470200001,"Block Group 1, Census Tract 200, Kings County, New York",170,54,0,12,0,12,14,21,48,40,44,36,12,13,15,24,0,12,33,36,4,7
1500000US360470200002,360470200002,"Block Group 2, Census Tract 200, Kings County, New York",155,71,0,12,0,12,16,15,41,37,54,54,0,12,12,20,0,12,22,21,10,11
1500000US360470201001,360470201001,"Block Group 1, Census Tract 201, Kings County, New York",272,81,0,12,35,33,5,10,62,51,8,13,60,57,0,12,18,19,74,59,10,15
1500000US360470201002,360470201002,"Block Group 2, Census Tract 201, Kings County, New York",290,78,8,12,55,41,70,66,29,28,32,26,9,14,9,14,18,19,60,50,0,12
1500000US360470201003,360470201003,"Block Group 3, Census Tract 201, Kings County, New York",417,103,0,12,39,47,50,39,97,66,79,51,16,13,6,10,17,26,91,67,22,35
1500000US360470201004,360470201004,"Block Group 4, Census Tract 201, Kings County, New York",297,68,25,40,10,16,56,51,36,38,29,27,31,26,31,38,42,39,26,24,11,17
1500000US360470202001,360470202001,"Block Group 1, Census Tract 202, Kings County, New York",110,54,0,12,7,11,13,20,0,12,0,12,25,27,35,37,4,7,26,25,0,12
1500000US360470202002,360470202002,"Block Group 2, Census Tract 202, Kings County, New York",48,41,0,12,5,7,12,19,6,10,3,7,0,12,0,12,0,12,22,35,0,12
1500000US360470203001,360470203001,"Block Group 1, Census Tract 203, Kings County, New York",204,58,12,13,6,8,15,16,46,40,9,11,0,12,38,38,24,26,44,36,10,18
1500000US360470203002,360470203002,"Block Group 2, Census Tract 203, Kings County, New York",297,56,0,12,15,19,63,38,20,17,25,24,57,36,31,23,40,32,46,29,0,12
1500000US360470204001,360470204001,"Block Group 1, Census Tract 204, Kings County, New York",114,55,0,12,44,49,16,25,9,15,0,12,4,7,0,12,0,12,27,28,14,12
1500000US360470204002,360470204002,"Block Group 2, Census Tract 204, Kings County, New York",39,31,0,12,9,14,0,12,0,12,0,12,0,12,0,12,16,24,14,14,0,12
1500000US360470205001,360470205001,"Block Group 1, Census Tract 205, Kings County, New York",232,83,0,12,0,12,80,62,12,18,73,57,22,24,0,12,1,7,44,33,0,12
1500000US360470205002,360470205002,"Block Group 2, Census Tract 205, Kings County, New York",326,87,10,16,0,12,79,67,67,50,57,43,20,22,0,12,46,49,47,34,0,12
1500000US360470205003,360470205003,"Block Group 3, Census Tract 205, Kings County, New York",341,105,0,12,34,28,43,35,4,9,38,39,54,60,68,48,57,63,29,31,14,20
1500000US360470206001,360470206001,"Block Group 1, Census Tract 206, Kings County, New York",233,86,0,12,27,27,22,25,8,10,39,44,16,23,23,30,0,12,98,80,0,12
1500000US360470206002,360470206002,"Block Group 2, Census Tract 206, Kings County, New York",92,44,0,12,30,40,11,17,19,23,14,15,8,12,0,12,0,12,2,4,8,13
1500000US360470207001,360470207001,"Block Group 1, Census Tract 207, Kings County, New York",800,139,54,63,25,33,171,128,132,102,135,99,0,12,61,49,61,48,120,84,41,66
1500000US360470207002,360470207002,"Block Group 2, Census Tract 207, Kings County, New York",285,127,45,70,64,82,42,41,53,70,14,23,23,25,0,12,14,23,16,25,14,22
1500000US360470207003,360470207003,"Block Group 3, Census Tract 207, Kings County, New York",235,89,13,21,0,12,26,28,56,42,36,35,14,22,50,80,0,12,40,38,0,12
1500000US360470208001,360470208001,"Block Group 1, Census Tract 208, Kings County, New York",230,77,8,12,0,12,48,46,39,41,19,32,0,12,44,45,48,49,24,31,0,12
1500000US360470208002,360470208002,"Block Group 2, Census Tract 208, Kings County, New York",220,66,17,28,29,36,10,15,46,45,0,12,0,12,34,35,19,28,42,37,23,22
1500000US360470208003,360470208003,"Block Group 3, Census Tract 208, Kings County, New York",151,56,18,27,0,12,0,12,9,14,0,12,0,12,60,67,0,12,56,41,8,12
1500000US360470210001,360470210001,"Block Group 1, Census Tract 210, Kings County, New York",350,93,45,50,50,36,49,42,40,46,26,29,0,12,27,30,29,39,58,48,26,31
1500000US360470210002,360470210002,"Block Group 2, Census Tract 210, Kings County, New York",248,86,19,30,0,12,42,48,41,39,0,12,19,22,29,35,36,41,45,38,17,26
1500000US360470210003,360470210003,"Block Group 3, Census Tract 210, Kings County, New York",294,80,0,12,8,13,8,13,17,25,22,19,35,40,21,24,26,33,134,62,23,20
1500000US360470211001,360470211001,"Block Group 1, Census Tract 211, Kings County, New York",176,38,13,15,32,27,28,28,7,11,27,31,5,10,13,20,15,13,36,31,0,12
1500000US360470211002,360470211002,"Block Group 2, Census Tract 211, Kings County, New York",209,55,0,12,0,12,12,18,36,38,31,24,34,28,19,22,22,26,55,35,0,12
1500000US360470212001,360470212001,"Block Group 1, Census Tract 212, Kings County, New York",607,108,0,12,27,31,42,42,83,57,7,12,44,43,26,31,34,33,344,91,0,12
1500000US360470212002,360470212002,"Block Group 2, Census Tract 212, Kings County, New York",317,91,6,11,44,35,11,16,64,55,19,31,20,31,0,12,22,34,96,57,35,35
1500000US360470212003,360470212003,"Block Group 3, Census Tract 212, Kings County, New York",168,72,0,12,45,47,18,29,10,15,0,12,18,29,0,12,17,19,53,43,7,11
1500000US360470213001,360470213001,"Block Group 1, Census Tract 213, Kings County, New York",276,77,41,40,42,29,18,20,24,22,8,13,8,13,38,37,29,39,68,48,0,12
1500000US360470213002,360470213002,"Block Group 2, Census Tract 213, Kings County, New York",835,119,22,22,145,75,93,65,104,70,63,42,77,50,35,33,54,47,216,82,26,43
1500000US360470213003,360470213003,"Block Group 3, Census Tract 213, Kings County, New York",726,98,8,12,104,78,41,31,79,54,87,65,10,15,5,8,39,41,259,99,94,71
1500000US360470214001,360470214001,"Block Group 1, Census Tract 214, Kings County, New York",222,58,11,17,29,33,30,26,9,15,0,12,0,12,7,11,6,8,99,44,31,35
1500000US360470214002,360470214002,"Block Group 2, Census Tract 214, Kings County, New York",202,61,0,12,0,12,18,22,60,42,20,22,16,20,0,12,34,38,48,35,6,9
1500000US360470215001,360470215001,"Block Group 1, Census Tract 215, Kings County, New York",273,106,0,12,10,15,53,53,109,107,18,29,11,17,42,35,16,27,14,23,0,12
1500000US360470215002,360470215002,"Block Group 2, Census Tract 215, Kings County, New York",450,137,0,12,14,25,34,42,74,57,57,85,28,32,49,47,38,54,126,76,30,46
1500000US360470215003,360470215003,"Block Group 3, Census Tract 215, Kings County, New York",341,110,0,12,28,29,21,34,21,29,81,63,40,47,22,25,31,35,97,82,0,12
1500000US360470215004,360470215004,"Block Group 4, Census Tract 215, Kings County, New York",770,162,79,70,42,39,64,55,60,65,26,21,154,104,8,13,67,71,234,156,36,59
1500000US360470216001,360470216001,"Block Group 1, Census Tract 216, Kings County, New York",137,61,0,12,12,21,0,12,0,12,0,12,42,45,9,15,20,34,54,34,0,12
1500000US360470216002,360470216002,"Block Group 2, Census Tract 216, Kings County, New York",197,62,0,12,0,12,27,30,27,26,0,12,24,29,0,12,13,21,96,56,10,15
1500000US360470216003,360470216003,"Block Group 3, Census Tract 216, Kings County, New York",386,86,0,12,8,12,69,61,26,31,23,43,12,18,17,28,39,36,166,65,26,30
1500000US360470217001,360470217001,"Block Group 1, Census Tract 217, Kings County, New York",568,85,16,25,52,47,79,42,71,57,100,56,106,50,22,21,7,12,115,67,0,12
1500000US360470217002,360470217002,"Block Group 2, Census Tract 217, Kings County, New York",818,104,57,47,55,39,56,50,58,43,131,57,58,44,128,73,36,34,167,73,72,56
1500000US360470218001,360470218001,"Block Group 1, Census Tract 218, Kings County, New York",247,78,6,10,10,14,0,12,27,42,22,35,32,27,0,12,10,17,89,58,51,49
1500000US360470218002,360470218002,"Block Group 2, Census Tract 218, Kings County, New York",182,74,0,12,11,17,0,12,0,12,0,12,53,52,0,12,30,36,88,53,0,12
1500000US360470218003,360470218003,"Block Group 3, Census Tract 218, Kings County, New York",362,107,0,12,0,12,25,39,66,75,26,25,22,35,25,32,6,10,173,91,19,30
1500000US360470219001,360470219001,"Block Group 1, Census Tract 219, Kings County, New York",390,86,0,12,49,50,61,52,11,17,18,17,29,32,37,43,73,52,69,45,43,48
1500000US360470219002,360470219002,"Block Group 2, Census Tract 219, Kings County, New York",423,96,0,12,75,49,21,24,18,21,48,40,56,47,0,12,46,44,138,80,21,33
1500000US360470219003,360470219003,"Block Group 3, Census Tract 219, Kings County, New York",467,101,10,15,29,25,106,63,20,22,53,50,11,16,10,16,63,31,111,61,54,52
1500000US360470220001,360470220001,"Block Group 1, Census Tract 220, Kings County, New York",218,88,0,12,10,17,0,12,0,12,11,16,9,15,0,12,36,46,125,73,27,39
1500000US360470220002,360470220002,"Block Group 2, Census Tract 220, Kings County, New York",197,85,0,12,21,31,0,12,67,51,0,12,38,54,0,12,7,12,64,58,0,12
1500000US360470220003,360470220003,"Block Group 3, Census Tract 220, Kings County, New York",285,84,0,12,15,23,0,12,16,18,14,19,92,74,0,12,9,14,122,69,17,19
1500000US360470220004,360470220004,"Block Group 4, Census Tract 220, Kings County, New York",221,90,7,11,31,50,9,14,0,12,0,12,0,12,0,12,41,42,109,71,24,35
1500000US360470221001,360470221001,"Block Group 1, Census Tract 221, Kings County, New York",496,88,19,21,20,22,22,35,33,30,108,60,50,33,31,37,58,50,132,61,23,25
1500000US360470221002,360470221002,"Block Group 2, Census Tract 221, Kings County, New York",461,110,21,34,27,31,52,34,81,45,26,26,21,34,11,17,32,29,190,89,0,12
1500000US360470221003,360470221003,"Block Group 3, Census Tract 221, Kings County, New York",257,83,11,16,22,28,39,37,21,24,20,22,31,38,0,12,34,38,60,51,19,21
1500000US360470222001,360470222001,"Block Group 1, Census Tract 222, Kings County, New York",407,97,0,12,50,55,46,53,19,31,19,30,0,12,20,21,28,33,206,78,19,31
1500000US360470222002,360470222002,"Block Group 2, Census Tract 222, Kings County, New York",191,72,0,12,22,36,9,14,8,12,0,12,0,12,28,36,47,55,77,44,0,12
1500000US360470222003,360470222003,"Block Group 3, Census Tract 222, Kings County, New York",290,95,6,10,16,27,36,44,0,12,7,12,6,11,20,32,18,21,181,70,0,12
1500000US360470224001,360470224001,"Block Group 1, Census Tract 224, Kings County, New York",192,93,0,12,0,12,4,8,0,12,0,12,44,41,0,12,81,78,63,48,0,12
1500000US360470224002,360470224002,"Block Group 2, Census Tract 224, Kings County, New York",323,101,39,34,0,12,6,11,40,46,27,30,18,27,0,12,37,47,148,77,8,13
1500000US360470224003,360470224003,"Block Group 3, Census Tract 224, Kings County, New York",382,112,0,12,0,12,43,45,12,20,46,40,12,18,40,37,40,38,189,88,0,12
1500000US360470224004,360470224004,"Block Group 4, Census Tract 224, Kings County, New York",152,87,0,12,0,12,24,37,26,37,0,12,0,12,0,12,47,40,55,53,0,12
1500000US360470226001,360470226001,"Block Group 1, Census Tract 226, Kings County, New York",175,55,0,12,0,12,35,39,4,8,6,11,19,26,15,24,18,29,78,35,0,12
1500000US360470226002,360470226002,"Block Group 2, Census Tract 226, Kings County, New York",263,75,5,12,0,12,22,28,11,15,52,41,60,55,21,36,25,28,67,48,0,12
1500000US360470227001,360470227001,"Block Group 1, Census Tract 227, Kings County, New York",273,98,0,12,33,32,35,42,68,57,0,12,10,17,0,12,11,18,93,54,23,38
1500000US360470227002,360470227002,"Block Group 2, Census Tract 227, Kings County, New York",243,86,0,12,17,26,24,33,11,18,51,57,0,12,11,17,15,18,93,57,21,35
1500000US360470227003,360470227003,"Block Group 3, Census Tract 227, Kings County, New York",285,78,0,12,19,28,48,37,47,43,48,39,24,27,4,8,3,7,70,60,22,32
1500000US360470227004,360470227004,"Block Group 4, Census Tract 227, Kings County, New York",205,72,0,12,16,25,53,39,43,40,25,26,0,12,0,12,19,23,49,48,0,12
1500000US360470228001,360470228001,"Block Group 1, Census Tract 228, Kings County, New York",296,76,6,10,28,31,0,12,11,18,13,16,72,44,14,16,19,28,133,63,0,12
1500000US360470228002,360470228002,"Block Group 2, Census Tract 228, Kings County, New York",147,61,5,10,36,41,0,12,14,16,0,12,23,36,12,18,16,16,41,29,0,12
1500000US360470228003,360470228003,"Block Group 3, Census Tract 228, Kings County, New York",104,57,0,12,0,12,13,19,0,12,0,12,10,16,23,20,0,12,58,47,0,12
1500000US360470229001,360470229001,"Block Group 1, Census Tract 229, Kings County, New York",205,59,8,12,0,12,7,11,60,47,65,46,10,15,11,16,0,12,36,28,8,12
1500000US360470229002,360470229002,"Block Group 2, Census Tract 229, Kings County, New York",199,73,0,12,25,39,19,15,6,10,18,19,28,31,32,35,11,18,38,43,22,23
1500000US360470229003,360470229003,"Block Group 3, Census Tract 229, Kings County, New York",315,84,29,41,11,17,63,53,26,27,62,43,0,12,0,12,12,19,112,60,0,12
1500000US360470229004,360470229004,"Block Group 4, Census Tract 229, Kings County, New York",394,87,0,12,34,24,24,31,62,44,50,39,80,61,0,12,24,24,109,59,11,17
1500000US360470230001,360470230001,"Block Group 1, Census Tract 230, Kings County, New York",258,87,0,12,8,13,23,36,16,24,4,8,35,38,12,19,0,12,139,77,21,33
1500000US360470230002,360470230002,"Block Group 2, Census Tract 230, Kings County, New York",211,72,23,36,0,12,0,12,24,29,0,12,9,14,24,23,16,13,115,68,0,12
1500000US360470230003,360470230003,"Block Group 3, Census Tract 230, Kings County, New York",343,97,0,12,0,12,0,12,35,37,52,47,0,12,7,12,24,25,225,84,0,12
