GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10,HD01_VD11,HD02_VD11,HD01_VD12,HD02_VD12,HD01_VD13,HD02_VD13,HD01_VD14,HD02_VD14,HD01_VD15,HD02_VD15,HD01_VD16,HD02_VD16,HD01_VD17,HD02_VD17
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,"Estimate; Total: - Less than $10,000","Margin of Error; Total: - Less than $10,000","Estimate; Total: - $10,000 to $14,999","Margin of Error; Total: - $10,000 to $14,999","Estimate; Total: - $15,000 to $19,999","Margin of Error; Total: - $15,000 to $19,999","Estimate; Total: - $20,000 to $24,999","Margin of Error; Total: - $20,000 to $24,999","Estimate; Total: - $25,000 to $29,999","Margin of Error; Total: - $25,000 to $29,999","Estimate; Total: - $30,000 to $34,999","Margin of Error; Total: - $30,000 to $34,999","Estimate; Total: - $35,000 to $39,999","Margin of Error; Total: - $35,000 to $39,999","Estimate; Total: - $40,000 to $44,999","Margin of Error; Total: - $40,000 to $44,999","Estimate; Total: - $45,000 to $49,999","Margin of Error; Total: - $45,000 to $49,999","Estimate; Total: - $50,000 to $59,999","Margin of Error; Total: - $50,000 to $59,999","Estimate; Total: - $60,000 to $74,999","Margin of Error; Total: - $60,000 to $74,999","Estimate; Total: - $75,000 to $99,999","Margin of Error; Total: - $75,000 to $99,999","Estimate; Total: - $100,000 to $124,999","Margin of Error; Total: - $100,000 to $124,999","Estimate; Total: - $125,000 to $149,999","Margin of Error; Total: - $125,000 to $149,999","Estimate; Total: - $150,000 to $199,999","Margin of Error; Total: - $150,000 to $199,999","Estimate; Total: - $200,000 or more","Margin of Error; Total: - $200,000 or more"
1500000US360470240002,360470240002,"Block Group 2, Census Tract 240, Kings County, New York",362,110,24,24,18,20,91,68,54,47,18,21,10,16,0,12,11,16,0,12,29,27,65,64,19,22,0,12,5,7,18,19,0,12
1500000US360470240003,360470240003,"Block Group 3, Census Tract 240, Kings County, New York",484,112,112,71,48,34,24,22,16,19,20,19,69,60,0,12,0,12,9,15,25,23,80,65,14,17,33,26,10,16,0,12,24,42
1500000US360470241001,360470241001,"Block Group 1, Census Tract 241, Kings County, New York",436,86,55,41,62,49,25,28,22,20,49,50,0,12,11,17,13,20,0,12,24,22,53,35,59,40,27,26,9,14,17,16,10,15
1500000US360470241002,360470241002,"Block Group 2, Census Tract 241, Kings County, New York",472,81,79,45,57,38,6,10,13,22,18,21,31,37,0,12,6,9,11,18,30,27,67,57,68,50,43,35,37,35,6,9,0,12
1500000US360470242001,360470242001,"Block Group 1, Census Tract 242, Kings County, New York",288,60,5,8,29,23,38,32,4,6,53,42,31,23,12,19,0,12,8,12,0,12,27,26,27,22,12,13,26,24,0,12,16,19
1500000US360470242002,360470242002,"Block Group 2, Census Tract 242, Kings County, New York",544,76,9,10,49,41,57,42,15,21,33,38,42,35,40,31,29,32,13,14,44,32,37,29,49,35,36,30,20,18,31,34,40,43
1500000US360470243001,360470243001,"Block Group 1, Census Tract 243, Kings County, New York",603,94,93,51,0,12,24,38,38,42,56,45,35,42,0,12,10,16,54,56,23,24,100,59,60,51,78,51,0,12,23,35,9,14
1500000US360470243002,360470243002,"Block Group 2, Census Tract 243, Kings County, New York",688,131,115,72,43,47,77,48,35,41,53,63,19,19,24,30,11,18,0,12,55,53,48,48,23,27,94,63,52,50,39,46,0,12
1500000US360470243003,360470243003,"Block Group 3, Census Tract 243, Kings County, New York",490,100,121,64,55,51,0,12,0,12,6,12,36,41,14,21,0,12,0,12,43,39,18,29,86,64,69,50,25,42,17,28,0,12
1500000US360470244001,360470244001,"Block Group 1, Census Tract 244, Kings County, New York",277,84,52,62,0,12,53,45,15,21,14,22,0,12,0,12,13,20,7,11,20,27,33,48,34,39,14,20,0,12,9,14,13,20
1500000US360470244002,360470244002,"Block Group 2, Census Tract 244, Kings County, New York",385,83,48,45,65,48,19,31,7,11,31,37,28,44,0,12,0,12,29,20,25,29,13,15,22,23,16,25,13,20,40,32,29,38
1500000US360470244003,360470244003,"Block Group 3, Census Tract 244, Kings County, New York",307,90,32,48,5,9,0,12,29,27,67,61,21,22,0,12,43,49,11,17,35,32,21,33,15,15,0,12,0,12,10,10,18,14
1500000US360470245001,360470245001,"Block Group 1, Census Tract 245, Kings County, New York",259,90,11,17,0,12,0,12,0,12,29,33,8,12,15,25,9,13,23,36,59,56,19,32,53,46,26,20,0,12,7,13,0,12
1500000US360470245002,360470245002,"Block Group 2, Census Tract 245, Kings County, New York",629,121,104,71,18,29,23,36,111,76,18,29,20,31,11,17,36,40,39,43,79,55,16,25,56,49,21,35,29,28,29,26,19,30
1500000US360470245003,360470245003,"Block Group 3, Census Tract 245, Kings County, New York",262,90,8,13,13,20,10,17,0,12,23,38,0,12,0,12,0,12,16,25,30,34,43,43,56,50,32,34,21,26,10,16,0,12
1500000US360470245004,360470245004,"Block Group 4, Census Tract 245, Kings County, New York",420,105,40,40,83,63,33,38,38,33,0,12,21,34,0,12,23,37,34,29,18,30,74,58,56,61,0,12,0,12,0,12,0,12
1500000US360470246001,360470246001,"Block Group 1, Census Tract 246, Kings County, New York",306,72,19,18,35,35,0,12,0,12,15,19,30,35,0,12,26,33,0,12,11,16,20,30,48,51,50,48,46,58,6,10,0,12
1500000US360470246002,360470246002,"Block Group 2, Census Tract 246, Kings County, New York",374,83,22,23,32,39,8,15,63,45,41,30,10,17,8,13,6,11,8,12,59,49,51,47,20,24,16,18,9,13,7,12,14,23
1500000US360470246003,360470246003,"Block Group 3, Census Tract 246, Kings County, New York",271,81,20,31,16,25,13,19,18,20,14,22,25,30,19,31,10,12,20,33,38,38,7,11,12,18,48,40,1,6,10,16,0,12
1500000US360470247001,360470247001,"Block Group 1, Census Tract 247, Kings County, New York",408,94,75,46,76,57,52,39,0,12,16,18,0,12,6,9,39,34,26,23,15,18,33,30,28,26,27,25,10,20,0,12,5,9
1500000US360470247002,360470247002,"Block Group 2, Census Tract 247, Kings County, New York",454,89,30,36,0,12,25,29,23,25,0,12,34,38,27,26,34,32,21,33,57,47,55,33,63,42,5,8,33,34,31,28,16,19
1500000US360470248001,360470248001,"Block Group 1, Census Tract 248, Kings County, New York",424,68,30,29,60,48,5,8,50,32,9,16,21,20,0,12,11,18,33,39,0,12,46,34,48,32,38,33,47,44,16,19,10,11
1500000US360470248002,360470248002,"Block Group 2, Census Tract 248, Kings County, New York",484,60,42,36,26,24,21,23,53,44,19,17,61,42,28,35,11,12,17,14,21,19,50,32,30,40,33,33,17,14,43,28,12,13
1500000US360470249001,360470249001,"Block Group 1, Census Tract 249, Kings County, New York",355,92,8,11,32,40,37,42,19,22,0,12,8,14,19,31,35,34,34,38,80,64,55,52,10,16,18,30,0,12,0,12,0,12
1500000US360470249002,360470249002,"Block Group 2, Census Tract 249, Kings County, New York",595,107,45,43,28,27,5,8,29,34,48,36,94,67,0,12,0,12,10,16,35,39,99,65,51,44,58,44,47,47,29,34,17,20
1500000US360470249003,360470249003,"Block Group 3, Census Tract 249, Kings County, New York",462,108,54,48,51,50,16,25,0,12,0,12,8,12,67,51,24,38,0,12,45,50,74,60,33,37,46,43,0,12,44,42,0,12
1500000US360470249004,360470249004,"Block Group 4, Census Tract 249, Kings County, New York",154,62,37,40,11,16,17,27,7,11,21,32,0,12,0,12,10,15,0,12,0,12,0,12,0,12,30,35,0,12,10,16,11,17
1500000US360470250001,360470250001,"Block Group 1, Census Tract 250, Kings County, New York",261,64,5,7,16,18,41,43,39,40,0,12,10,15,8,9,26,31,30,33,0,12,47,32,14,15,25,27,0,12,0,12,0,12
1500000US360470250002,360470250002,"Block Group 2, Census Tract 250, Kings County, New York",246,54,8,13,32,29,0,12,19,22,14,15,11,18,40,24,0,12,0,12,29,42,0,12,4,6,22,34,47,30,8,10,12,15
1500000US360470251001,360470251001,"Block Group 1, Census Tract 251, Kings County, New York",333,92,13,22,37,37,43,37,22,34,0,12,0,12,14,19,37,34,22,24,111,63,34,39,0,12,0,12,0,12,0,12,0,12
1500000US360470251002,360470251002,"Block Group 2, Census Tract 251, Kings County, New York",674,117,140,78,105,50,98,59,77,58,11,16,14,19,65,53,25,31,28,33,10,15,18,24,29,36,28,33,13,21,13,18,0,12
1500000US360470251003,360470251003,"Block Group 3, Census Tract 251, Kings County, New York",367,100,65,52,10,17,0,12,0,12,27,29,36,28,11,16,16,25,30,34,32,36,62,66,16,25,40,38,0,12,0,12,22,25
1500000US360470252001,360470252001,"Block Group 1, Census Tract 252, Kings County, New York",278,100,34,24,0,12,7,23,29,48,40,51,7,11,7,10,0,12,54,66,0,12,0,12,6,12,61,54,33,51,0,12,0,12
1500000US360470252002,360470252002,"Block Group 2, Census Tract 252, Kings County, New York",671,119,91,55,40,31,29,32,15,23,63,47,5,17,25,23,81,70,7,10,4,9,155,105,68,48,38,47,25,33,19,31,6,11
1500000US360470252003,360470252003,"Block Group 3, Census Tract 252, Kings County, New York",482,128,7,11,62,73,0,12,45,38,32,41,57,58,64,61,6,9,17,28,0,12,83,82,40,35,0,12,69,60,0,12,0,12
1500000US360470252004,360470252004,"Block Group 4, Census Tract 252, Kings County, New York",541,134,34,38,38,29,90,78,32,31,17,27,15,20,7,12,20,23,0,12,85,81,90,80,38,38,12,19,44,60,7,11,12,18
1500000US360470253001,360470253001,"Block Group 1, Census Tract 253, Kings County, New York",469,100,77,64,0,12,68,51,37,57,51,48,0,12,16,26,0,12,0,12,18,15,35,32,69,49,12,18,73,62,13,21,0,12
1500000US360470253002,360470253002,"Block Group 2, Census Tract 253, Kings County, New York",415,110,83,50,67,59,21,32,0,12,9,14,30,36,0,12,36,39,21,34,24,22,13,21,0,12,26,24,30,33,34,43,21,27
1500000US360470253003,360470253003,"Block Group 3, Census Tract 253, Kings County, New York",145,71,0,12,22,35,0,12,11,22,0,12,0,12,0,12,12,20,16,28,0,12,44,49,7,11,0,12,0,12,21,33,12,17
1500000US360470254001,360470254001,"Block Group 1, Census Tract 254, Kings County, New York",349,58,15,17,23,23,0,12,14,17,0,12,19,31,27,32,0,12,11,13,85,40,78,56,32,33,7,11,18,19,20,19,0,12
1500000US360470254002,360470254002,"Block Group 2, Census Tract 254, Kings County, New York",341,72,0,12,9,17,72,48,7,12,19,31,23,29,10,15,38,37,28,33,40,33,18,20,39,33,25,27,13,16,0,12,0,12
1500000US360470254003,360470254003,"Block Group 3, Census Tract 254, Kings County, New York",461,87,18,29,20,25,34,31,52,32,40,28,15,17,29,45,35,29,15,24,30,32,19,19,73,43,31,28,13,16,37,40,0,12
1500000US360470255001,360470255001,"Block Group 1, Census Tract 255, Kings County, New York",910,111,204,76,70,52,34,28,95,68,117,67,59,51,39,41,92,58,14,16,95,58,10,15,50,51,12,22,19,31,0,12,0,12
1500000US360470255002,360470255002,"Block Group 2, Census Tract 255, Kings County, New York",891,111,204,89,147,69,88,65,26,36,8,13,53,35,120,72,51,49,61,48,50,48,32,39,0,12,39,45,0,12,12,18,0,12
1500000US360470256001,360470256001,"Block Group 1, Census Tract 256, Kings County, New York",417,69,24,26,37,38,19,24,12,24,29,28,0,12,61,51,9,14,20,20,22,35,0,12,77,51,11,16,35,28,23,21,38,26
1500000US360470256002,360470256002,"Block Group 2, Census Tract 256, Kings County, New York",618,73,54,45,31,39,66,54,70,54,59,51,36,30,22,28,42,36,0,12,8,13,127,67,29,26,51,31,0,12,0,12,23,33
1500000US360470257001,360470257001,"Block Group 1, Census Tract 257, Kings County, New York",273,61,43,42,17,20,10,14,0,12,0,12,10,16,23,27,0,12,12,18,13,21,5,8,40,38,61,45,12,19,27,26,0,12
1500000US360470257002,360470257002,"Block Group 2, Census Tract 257, Kings County, New York",187,50,45,37,17,20,49,50,5,8,0,12,5,9,5,8,0,12,12,17,6,10,0,12,24,28,5,8,6,9,8,13,0,12
1500000US360470257003,360470257003,"Block Group 3, Census Tract 257, Kings County, New York",151,46,18,19,13,21,4,7,0,12,7,10,0,12,0,12,9,14,4,7,43,45,17,20,15,17,6,10,8,14,0,12,7,10
1500000US360470258001,360470258001,"Block Group 1, Census Tract 258, Kings County, New York",464,89,0,12,57,38,15,17,39,31,29,35,9,14,51,46,33,33,28,46,16,19,53,46,70,52,13,14,6,10,18,24,27,37
1500000US360470258002,360470258002,"Block Group 2, Census Tract 258, Kings County, New York",449,98,19,21,19,31,36,35,36,33,52,46,9,14,15,16,16,18,26,23,115,75,39,47,28,28,8,14,0,12,31,41,0,12
1500000US360470258003,360470258003,"Block Group 3, Census Tract 258, Kings County, New York",623,102,53,45,80,58,24,18,72,57,32,36,21,20,0,12,23,36,50,47,63,53,61,49,48,49,29,38,7,11,32,38,28,37
1500000US360470259011,360470259011,"Block Group 1, Census Tract 259.01, Kings County, New York",679,69,110,58,57,44,51,50,37,37,71,48,33,30,59,48,21,19,65,47,87,58,20,22,13,14,11,18,0,12,23,28,21,33
1500000US360470259021,360470259021,"Block Group 1, Census Tract 259.02, Kings County, New York",1120,23,454,128,74,58,59,42,158,77,107,67,91,66,53,45,40,43,42,42,27,28,15,25,0,12,0,12,0,12,0,12,0,12
1500000US360470260001,360470260001,"Block Group 1, Census Tract 260, Kings County, New York",332,89,9,13,0,12,39,42,0,12,44,42,7,12,1,6,36,41,9,13,34,32,53,38,44,52,13,18,6,10,8,12,29,35
1500000US360470260002,360470260002,"Block Group 2, Census Tract 260, Kings County, New York",252,59,18,21,7,12,10,14,9,14,10,16,4,9,9,13,59,55,13,19,57,41,11,17,27,26,10,15,8,13,0,12,0,12
1500000US360470260003,360470260003,"Block Group 3, Census Tract 260, Kings County, New York",559,93,40,39,0,12,96,60,62,49,21,27,52,51,0,12,27,27,13,20,39,44,72,53,86,52,10,15,0,12,19,27,22,27
1500000US360470261001,360470261001,"Block Group 1, Census Tract 261, Kings County, New York",460,121,163,101,17,26,21,35,38,44,25,29,23,36,0,12,0,12,0,12,0,12,0,12,90,64,20,25,53,45,0,12,10,15
1500000US360470261002,360470261002,"Block Group 2, Census Tract 261, Kings County, New York",234,93,33,30,16,25,19,30,0,12,0,12,28,42,0,12,0,12,31,49,0,12,0,12,71,63,36,42,0,12,0,12,0,12
1500000US360470261003,360470261003,"Block Group 3, Census Tract 261, Kings County, New York",428,122,108,82,16,18,28,32,11,17,27,34,54,78,0,12,33,54,57,71,17,28,35,42,12,19,15,25,0,12,15,24,0,12
1500000US360470261004,360470261004,"Block Group 4, Census Tract 261, Kings County, New York",445,121,0,12,119,85,0,12,16,21,26,40,17,27,51,49,16,26,0,12,61,48,77,75,26,30,0,12,23,26,0,12,13,21
1500000US360470261005,360470261005,"Block Group 5, Census Tract 261, Kings County, New York",339,108,69,64,75,58,0,12,0,12,21,34,51,61,0,12,15,22,27,32,0,12,0,12,17,26,49,55,15,25,0,12,0,12
1500000US360470262001,360470262001,"Block Group 1, Census Tract 262, Kings County, New York",403,87,30,25,0,12,25,21,40,58,40,30,8,12,36,34,0,12,9,14,45,41,33,26,11,18,21,19,39,45,45,37,21,18
1500000US360470262002,360470262002,"Block Group 2, Census Tract 262, Kings County, New York",342,67,31,28,0,12,15,20,0,12,6,10,4,6,0,12,31,31,12,11,10,11,45,40,57,37,27,22,39,47,33,28,32,30
1500000US360470263001,360470263001,"Block Group 1, Census Tract 263, Kings County, New York",762,66,136,51,41,34,34,26,27,27,47,28,43,40,93,68,24,36,34,26,19,20,110,60,47,36,24,21,21,19,38,39,24,25
1500000US360470264001,360470264001,"Block Group 1, Census Tract 264, Kings County, New York",344,85,75,56,40,38,47,34,0,12,20,28,0,12,27,25,30,38,21,20,17,28,0,12,29,32,32,36,0,12,6,9,0,12
1500000US360470264002,360470264002,"Block Group 2, Census Tract 264, Kings County, New York",383,78,17,19,14,23,34,34,0,12,17,19,25,23,33,37,26,33,41,42,61,56,0,12,55,32,12,18,11,16,28,27,9,14
1500000US360470264003,360470264003,"Block Group 3, Census Tract 264, Kings County, New York",548,87,47,34,17,19,38,39,0,12,15,24,29,35,38,37,70,53,8,13,65,43,140,63,41,30,18,22,9,13,0,12,13,15
1500000US360470264004,360470264004,"Block Group 4, Census Tract 264, Kings County, New York",373,83,15,16,42,43,27,31,60,55,22,34,0,12,0,12,39,34,7,11,56,54,24,23,15,17,38,29,28,28,0,12,0,12
1500000US360470265001,360470265001,"Block Group 1, Census Tract 265, Kings County, New York",377,96,72,50,37,43,49,48,9,15,0,12,10,16,8,15,0,12,13,19,9,15,58,58,35,42,56,54,8,15,0,12,13,18
1500000US360470265002,360470265002,"Block Group 2, Census Tract 265, Kings County, New York",425,94,126,72,54,61,0,12,20,23,13,15,0,12,0,12,26,41,9,16,41,46,5,9,42,47,29,33,41,50,10,16,9,14
1500000US360470265003,360470265003,"Block Group 3, Census Tract 265, Kings County, New York",335,92,14,18,9,16,19,30,7,11,0,12,0,12,0,12,0,12,26,35,78,64,84,64,78,53,20,33,0,12,0,12,0,12
1500000US360470265004,360470265004,"Block Group 4, Census Tract 265, Kings County, New York",339,92,45,48,49,56,0,12,67,56,60,46,0,12,0,12,0,12,0,12,17,15,89,59,0,12,0,12,12,18,0,12,0,12
1500000US360470266001,360470266001,"Block Group 1, Census Tract 266, Kings County, New York",389,79,21,36,25,33,35,29,20,28,7,11,0,12,42,49,22,35,0,12,16,26,75,57,22,21,26,33,0,12,69,40,9,18
1500000US360470266002,360470266002,"Block Group 2, Census Tract 266, Kings County, New York",419,118,44,36,2,10,0,12,0,12,23,28,29,33,22,34,25,30,0,12,46,42,70,61,68,58,73,70,17,20,0,12,0,12
1500000US360470266003,360470266003,"Block Group 3, Census Tract 266, Kings County, New York",375,122,8,13,0,12,41,63,9,13,8,20,25,23,48,47,16,26,0,12,7,14,30,37,22,25,0,12,132,111,12,15,17,30
1500000US360470267001,360470267001,"Block Group 1, Census Tract 267, Kings County, New York",214,87,44,35,37,43,0,12,0,12,0,12,0,12,0,12,34,41,0,12,50,46,0,12,33,33,0,12,16,27,0,12,0,12
1500000US360470267002,360470267002,"Block Group 2, Census Tract 267, Kings County, New York",381,94,45,31,0,12,23,36,43,43,20,24,21,33,13,16,10,15,34,32,30,33,49,40,10,16,22,36,38,41,0,12,23,31
1500000US360470267003,360470267003,"Block Group 3, Census Tract 267, Kings County, New York",548,141,100,64,20,32,0,12,0,12,25,31,41,50,69,63,0,12,21,35,33,32,30,36,80,61,73,54,9,15,32,38,15,24
1500000US360470267004,360470267004,"Block Group 4, Census Tract 267, Kings County, New York",433,103,10,19,47,46,0,12,46,44,19,30,58,59,0,12,35,41,35,40,0,12,25,29,51,44,50,49,0,12,17,19,40,42
1500000US360470268001,360470268001,"Block Group 1, Census Tract 268, Kings County, New York",394,74,48,40,55,46,8,13,6,10,20,19,0,12,0,12,56,52,9,13,7,11,42,42,69,46,10,14,18,20,23,37,23,37
1500000US360470268002,360470268002,"Block Group 2, Census Tract 268, Kings County, New York",260,77,19,27,14,14,19,29,6,9,0,12,0,12,21,33,0,12,0,12,34,33,42,36,44,42,25,28,24,39,12,18,0,12
1500000US360470268003,360470268003,"Block Group 3, Census Tract 268, Kings County, New York",351,88,16,17,19,30,44,33,0,12,6,11,13,15,0,12,25,40,0,12,6,10,61,56,74,55,27,22,48,41,0,12,12,20
1500000US360470268004,360470268004,"Block Group 4, Census Tract 268, Kings County, New York",344,80,38,35,16,25,45,38,38,33,20,29,21,22,32,51,25,33,0,12,22,20,34,38,35,40,6,9,0,12,12,15,0,12
1500000US360470269001,360470269001,"Block Group 1, Census Tract 269, Kings County, New York",357,93,8,14,0,12,0,12,0,12,23,26,15,26,0,12,0,12,17,27,56,53,71,45,48,40,78,56,33,40,0,12,8,14
1500000US360470269002,360470269002,"Block Group 2, Census Tract 269, Kings County, New York",319,93,5,8,20,21,80,52,40,47,22,25,27,42,0,12,0,12,0,12,30,39,15,23,21,24,18,30,0,12,21,33,20,32
1500000US360470269003,360470269003,"Block Group 3, Census Tract 269, Kings County, New York",407,88,0,12,11,19,116,73,29,47,39,42,35,42,25,30,24,28,21,26,9,13,27,29,23,25,0,12,24,29,20,22,4,6
1500000US360470270001,360470270001,"Block Group 1, Census Tract 270, Kings County, New York",401,62,28,22,45,35,31,25,5,9,40,35,18,29,8,11,13,11,7,14,15,23,53,43,43,32,29,30,21,24,31,19,14,20
1500000US360470270002,360470270002,"Block Group 2, Census Tract 270, Kings County, New York",422,80,70,42,57,29,22,21,28,25,31,28,10,13,0,12,30,41,35,41,24,27,26,30,46,33,23,21,5,7,7,12,8,11
1500000US360470271001,360470271001,"Block Group 1, Census Tract 271, Kings County, New York",703,92,71,47,69,58,32,37,61,34,42,40,37,27,39,41,49,44,30,44,88,58,45,46,28,27,35,31,17,28,42,39,18,19
1500000US360470271002,360470271002,"Block Group 2, Census Tract 271, Kings County, New York",300,68,0,12,7,11,21,28,13,14,21,30,27,33,49,42,28,39,19,20,20,21,29,22,15,20,27,42,15,19,9,17,0,12
1500000US360470272001,360470272001,"Block Group 1, Census Tract 272, Kings County, New York",299,60,9,14,25,25,25,30,9,14,0,12,7,12,0,12,18,26,10,15,19,21,48,48,66,44,11,18,33,43,9,14,10,16
1500000US360470272002,360470272002,"Block Group 2, Census Tract 272, Kings County, New York",445,80,15,17,21,17,0,12,35,41,10,15,61,46,29,36,67,59,27,32,35,55,50,53,43,35,16,21,15,23,11,17,10,15
1500000US360470272003,360470272003,"Block Group 3, Census Tract 272, Kings County, New York",356,71,51,32,15,19,37,29,0,12,0,12,15,18,29,24,32,35,6,12,11,18,32,31,24,25,38,30,6,12,32,38,28,31
1500000US360470273001,360470273001,"Block Group 1, Census Tract 273, Kings County, New York",400,110,61,55,0,12,59,65,0,12,28,33,25,44,0,12,0,12,57,69,20,22,22,29,54,50,10,20,24,31,22,32,18,20
1500000US360470273002,360470273002,"Block Group 2, Census Tract 273, Kings County, New York",220,89,28,38,0,12,32,48,38,33,0,12,17,29,19,30,8,13,0,12,11,18,0,12,50,48,0,12,17,28,0,12,0,12
1500000US360470273003,360470273003,"Block Group 3, Census Tract 273, Kings County, New York",643,118,276,86,35,41,71,56,21,34,0,12,20,24,37,42,23,32,42,40,8,13,20,32,0,12,16,27,20,31,0,12,54,77
1500000US360470274001,360470274001,"Block Group 1, Census Tract 274, Kings County, New York",374,79,14,24,28,34,35,32,41,46,33,34,33,27,16,25,33,40,0,12,32,25,20,15,55,44,10,17,20,32,4,6,0,12
1500000US360470274002,360470274002,"Block Group 2, Census Tract 274, Kings County, New York",534,68,87,52,17,27,57,41,26,33,38,35,9,14,26,30,41,38,0,12,69,47,70,55,32,29,36,29,17,19,0,12,9,14
1500000US360470275001,360470275001,"Block Group 1, Census Tract 275, Kings County, New York",340,111,29,38,0,12,0,12,53,75,0,12,8,14,0,12,15,23,0,12,30,36,53,67,43,35,19,21,0,12,63,52,27,31
1500000US360470275002,360470275002,"Block Group 2, Census Tract 275, Kings County, New York",451,128,92,68,18,19,47,55,8,13,38,48,0,12,8,11,16,18,18,29,28,34,33,38,38,33,81,81,10,16,16,17,0,12
1500000US360470275003,360470275003,"Block Group 3, Census Tract 275, Kings County, New York",323,97,54,47,26,31,8,13,0,12,0,12,0,12,2,14,0,12,38,43,34,31,0,12,48,45,2,16,21,21,43,43,47,48
1500000US360470275004,360470275004,"Block Group 4, Census Tract 275, Kings County, New York",487,97,89,62,1,9,57,53,14,22,21,34,20,31,0,12,40,53,23,27,57,44,33,35,59,52,72,64,0,12,0,12,1,9
1500000US360470276001,360470276001,"Block Group 1, Census Tract 276, Kings County, New York",538,120,0,12,55,46,23,31,28,33,38,46,61,59,38,49,10,15,28,41,36,34,107,79,50,57,0,12,31,36,23,38,10,17
1500000US360470276002,360470276002,"Block Group 2, Census Tract 276, Kings County, New York",295,79,29,22,36,23,40,39,33,41,27,38,0,12,0,12,0,12,0,12,71,60,24,38,9,18,0,12,0,12,26,29,0,12
1500000US360470276003,360470276003,"Block Group 3, Census Tract 276, Kings County, New York",369,117,16,19,16,19,57,46,47,49,0,12,47,60,47,57,9,15,0,12,23,37,25,25,36,35,10,17,27,27,0,12,9,14
1500000US360470277001,360470277001,"Block Group 1, Census Tract 277, Kings County, New York",473,103,154,88,28,28,44,48,21,25,22,24,6,10,25,28,33,31,24,36,31,26,45,52,32,39,0,12,0,12,0,12,8,13
1500000US360470277002,360470277002,"Block Group 2, Census Tract 277, Kings County, New York",272,96,55,52,0,12,0,12,33,27,14,21,0,12,0,12,44,36,10,15,0,12,1,6,17,26,31,27,0,12,48,54,19,30
1500000US360470277003,360470277003,"Block Group 3, Census Tract 277, Kings County, New York",179,68,50,49,0,12,21,33,0,12,0,12,0,12,0,12,17,29,21,34,22,23,48,45,0,12,0,12,0,12,0,12,0,12
1500000US360470277004,360470277004,"Block Group 4, Census Tract 277, Kings County, New York",562,97,113,65,25,40,29,34,40,42,87,66,29,40,49,47,20,32,25,30,0,12,67,63,43,34,12,18,10,16,13,24,0,12
1500000US360470278001,360470278001,"Block Group 1, Census Tract 278, Kings County, New York",652,99,134,77,88,72,8,12,49,49,75,68,6,9,40,35,8,13,0,12,26,22,75,50,67,58,35,38,31,40,10,15,0,12
1500000US360470278002,360470278002,"Block Group 2, Census Tract 278, Kings County, New York",503,114,34,30,29,48,10,16,27,43,56,55,41,51,12,20,34,49,24,29,91,74,39,33,19,21,9,14,48,39,8,13,22,34
1500000US360470279001,360470279001,"Block Group 1, Census Tract 279, Kings County, New York",278,95,47,43,33,43,18,27,0,12,0,12,26,31,61,51,10,16,0,12,11,18,13,20,24,38,0,12,24,29,11,21,0,12
1500000US360470279002,360470279002,"Block Group 2, Census Tract 279, Kings County, New York",540,119,131,47,25,33,8,13,0,12,25,41,0,12,9,14,21,33,0,12,21,31,62,57,52,38,125,56,40,42,0,12,21,33
1500000US360470279003,360470279003,"Block Group 3, Census Tract 279, Kings County, New York",292,90,18,28,14,15,36,40,9,15,0,12,6,9,45,50,0,12,18,23,12,17,24,25,27,33,27,30,30,37,26,41,0,12
1500000US360470279004,360470279004,"Block Group 4, Census Tract 279, Kings County, New York",294,92,0,12,0,12,7,12,0,12,35,40,55,54,0,12,30,34,0,12,18,28,0,12,57,53,33,40,25,26,27,31,7,12
1500000US360470280000,360470280000,"Block Group 0, Census Tract 280, Kings County, New York",0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US360470280001,360470280001,"Block Group 1, Census Tract 280, Kings County, New York",306,63,5,7,14,16,4,6,10,17,0,12,39,29,21,21,5,7,14,17,4,7,58,34,28,25,35,33,20,25,35,25,14,17
1500000US360470280002,360470280002,"Block Group 2, Census Tract 280, Kings County, New York",296,59,9,14,20,22,17,12,12,17,44,41,12,17,21,34,3,6,15,18,5,8,42,41,35,27,42,28,0,12,9,15,10,11
1500000US360470281001,360470281001,"Block Group 1, Census Tract 281, Kings County, New York",594,104,152,80,70,54,53,39,27,32,30,47,60,48,13,18,30,39,31,39,20,25,34,31,40,42,20,23,0,12,14,21,0,12
1500000US360470281002,360470281002,"Block Group 2, Census Tract 281, Kings County, New York",576,106,175,80,15,18,10,18,33,31,57,39,0,12,23,36,10,15,28,33,20,31,88,69,53,59,17,28,0,12,47,44,0,12
1500000US360470281003,360470281003,"Block Group 3, Census Tract 281, Kings County, New York",435,110,121,77,18,24,47,50,0,12,10,19,0,12,0,12,0,12,24,40,27,36,46,35,53,51,50,56,24,37,15,24,0,12
