,GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD01_VD02,HD01_VD03,HD01_VD04,HD01_VD05,HD01_VD06,HD01_VD07,HD01_VD08,HD01_VD09,HD01_VD10,HD01_VD11,geometry
0,Id,Id2,Geography,Estimate; Total:,Estimate; Total: - Less than 10.0 percent,Estimate; Total: - 10.0 to 14.9 percent,Estimate; Total: - 15.0 to 19.9 percent,Estimate; Total: - 20.0 to 24.9 percent,Estimate; Total: - 25.0 to 29.9 percent,Estimate; Total: - 30.0 to 34.9 percent,Estimate; Total: - 35.0 to 39.9 percent,Estimate; Total: - 40.0 to 49.9 percent,Estimate; Total: - 50.0 percent or more,Estimate; Total: - Not computed,
1573,1500000US360470688001,360470688001,"Block Group 1, Census Tract 688, Kings County, New York",124,0,23,0,0,22,4,22,28,25,0,"POLYGON ((-73.92110199999999 40.619309, -73.917265 40.61954799999999, -73.91714 40.61839, -73.917008 40.617202, -73.920852 40.616972, -73.92110199999999 40.619309))"
1574,1500000US360470688002,360470688002,"Block Group 2, Census Tract 688, Kings County, New York",110,23,6,0,16,32,0,11,0,22,0,"POLYGON ((-73.920852 40.616972, -73.917008 40.617202, -73.91788699999999 40.615647, -73.92052699999999 40.613943, -73.920624 40.614839, -73.920852 40.616972))"
1575,1500000US360470690001,360470690001,"Block Group 1, Census Tract 690, Kings County, New York",68,4,0,0,7,0,0,0,8,34,15,"POLYGON ((-73.921359 40.621718, -73.92039 40.621777, -73.91751499999999 40.621941, -73.91746999999999 40.621513, -73.917265 40.61954799999999, -73.92110199999999 40.619309, -73.921359 40.621718))"
1576,1500000US360470690002,360470690002,"Block Group 2, Census Tract 690, Kings County, New York",28,6,0,0,6,0,0,0,0,16,0,"POLYGON ((-73.92326199999999 40.6216, -73.921359 40.621718, -73.92110199999999 40.619309, -73.920852 40.616972, -73.922755 40.616854, -73.923008 40.619193, -73.92326199999999 40.6216))"
1577,1500000US360470692001,360470692001,"Block Group 1, Census Tract 692, Kings County, New York",170,0,20,11,23,0,16,0,16,84,0,"POLYGON ((-73.920869 40.626251, -73.91799499999999 40.626458, -73.917694 40.624103, -73.91751499999999 40.621941, -73.92039 40.621777, -73.920625 40.623979, -73.920869 40.626251))"
1578,1500000US360470692002,360470692002,"Block Group 2, Census Tract 692, Kings County, New York",127,0,0,42,37,0,0,0,0,19,29,"POLYGON ((-73.923497 40.623802, -73.920625 40.623979, -73.92039 40.621777, -73.921359 40.621718, -73.92326199999999 40.6216, -73.923497 40.623802))"
1579,1500000US360470696011,360470696011,"Block Group 1, Census Tract 696.01, Kings County, New York",183,8,0,33,0,52,0,0,21,69,0,"POLYGON ((-73.918162 40.628005, -73.913297 40.625809, -73.912071 40.625088, -73.91746999999999 40.621513, -73.91751499999999 40.621941, -73.917694 40.624103, -73.91799499999999 40.626458, -73.918162 40.628005))"
1580,1500000US360470696012,360470696012,"Block Group 2, Census Tract 696.01, Kings County, New York",538,0,48,38,32,41,112,25,85,157,0,"POLYGON ((-73.918604 40.632096, -73.916922 40.631669, -73.90848 40.627979, -73.910797 40.626376, -73.912071 40.625088, -73.913297 40.625809, -73.918162 40.628005, -73.918604 40.632096))"
1581,1500000US360470696021,360470696021,"Block Group 1, Census Tract 696.02, Kings County, New York",89,0,17,0,0,0,40,0,0,0,32,"POLYGON ((-73.91484799999999 40.619697, -73.910167 40.61998699999999, -73.908928 40.618877, -73.91025999999999 40.61778, -73.911682 40.616851, -73.91484799999999 40.619697))"
1582,1500000US360470696022,360470696022,"Block Group 2, Census Tract 696.02, Kings County, New York",136,0,0,0,0,0,0,12,24,72,28,"POLYGON ((-73.91746999999999 40.621513, -73.912071 40.625088, -73.910241 40.623456, -73.90910599999999 40.621324, -73.91055399999999 40.620403, -73.910167 40.61998699999999, -73.91484799999999 40.619697, -73.917265 40.61954799999999, -73.91746999999999 40.621513))"
1583,1500000US360470696023,360470696023,"Block Group 3, Census Tract 696.02, Kings County, New York",473,0,0,57,163,61,17,20,42,113,0,"POLYGON ((-73.910797 40.626376, -73.90848 40.627979, -73.90178 40.624816, -73.89826099999999 40.622989, -73.90016299999999 40.621677, -73.902744 40.620068, -73.90456 40.621702, -73.905303 40.62122, -73.906958 40.622709, -73.90839299999999 40.621778, -73.90910599999999 40.621324, -73.910241 40.623456, -73.912071 40.625088, -73.910797 40.626376))"
1584,1500000US360470698001,360470698001,"Block Group 1, Census Tract 698, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((-73.917265 40.61954799999999, -73.91484799999999 40.619697, -73.911682 40.616851, -73.914214 40.618023, -73.915694 40.617065, -73.91714 40.61839, -73.917265 40.61954799999999))"
1585,1500000US360470698002,360470698002,"Block Group 2, Census Tract 698, Kings County, New York",117,0,4,15,7,0,5,0,5,62,19,"POLYGON ((-73.92249799999999 40.609809, -73.919009 40.61212, -73.916095 40.613998, -73.913877 40.615432, -73.915694 40.617065, -73.914214 40.618023, -73.911682 40.616851, -73.909888 40.61524199999999, -73.911727 40.614016, -73.912863 40.611638, -73.914056 40.608984, -73.917254 40.606731, -73.91781999999999 40.606391, -73.919296 40.606947, -73.919693 40.607311, -73.92249799999999 40.609809))"
1586,1500000US360470700001,360470700001,"Block Group 1, Census Tract 700, Kings County, New York",17,0,13,0,0,4,0,0,0,0,0,"POLYGON ((-73.906958 40.622709, -73.905303 40.62122, -73.90456 40.621702, -73.902744 40.620068, -73.904201 40.619127, -73.904915 40.618664, -73.90839299999999 40.621778, -73.906958 40.622709))"
1587,1500000US360470700002,360470700002,"Block Group 2, Census Tract 700, Kings County, New York",181,0,48,24,0,10,22,0,4,73,0,"POLYGON ((-73.91055399999999 40.620403, -73.90910599999999 40.621324, -73.90839299999999 40.621778, -73.904915 40.618664, -73.907072 40.617265, -73.908928 40.618877, -73.910167 40.61998699999999, -73.91055399999999 40.620403))"
1588,1500000US360470702011,360470702011,"Block Group 1, Census Tract 702.01, Kings County, New York",33,0,0,0,0,0,0,0,0,33,0,"POLYGON ((-73.911727 40.614016, -73.909888 40.61524199999999, -73.911682 40.616851, -73.91025999999999 40.61778, -73.90319 40.611489, -73.906746 40.612519, -73.910524 40.611005, -73.912863 40.611638, -73.911727 40.614016))"
1589,1500000US360470702012,360470702012,"Block Group 2, Census Tract 702.01, Kings County, New York",99,0,0,0,0,13,14,0,32,40,0,"POLYGON ((-73.910524 40.611005, -73.906746 40.612519, -73.90319 40.611489, -73.901698 40.608223, -73.907106 40.609731, -73.910524 40.611005))"
1590,1500000US360470702013,360470702013,"Block Group 3, Census Tract 702.01, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((-73.910853 40.606108, -73.90845299999999 40.607897, -73.907106 40.609731, -73.901698 40.608223, -73.901445 40.604354, -73.90657299999999 40.603649, -73.907228 40.60533, -73.909626 40.604988, -73.910853 40.606108))"
1591,1500000US360470702014,360470702014,"Block Group 4, Census Tract 702.01, Kings County, New York",234,0,40,45,0,28,0,13,0,63,45,"POLYGON ((-73.912863 40.611638, -73.910524 40.611005, -73.907106 40.609731, -73.90845299999999 40.607897, -73.910853 40.606108, -73.914056 40.608984, -73.912863 40.611638))"
1592,1500000US360470702015,360470702015,"Block Group 5, Census Tract 702.01, Kings County, New York",163,0,13,0,13,12,0,0,0,112,13,"POLYGON ((-73.914056 40.608984, -73.910853 40.606108, -73.909626 40.604988, -73.907228 40.60533, -73.90657299999999 40.603649, -73.912994 40.60286, -73.917254 40.606731, -73.914056 40.608984))"
1593,1500000US360470702020,360470702020,"Block Group 0, Census Tract 702.02, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((-73.89861999999999 40.604609, -73.891953 40.605525, -73.884456 40.60944, -73.87141799999999 40.578535, -73.879222 40.574656, -73.885069 40.573749, -73.88773499999999 40.578009, -73.881736 40.579154, -73.879711 40.580131, -73.876695 40.584919, -73.87853699999999 40.587188, -73.87855499999999 40.589884, -73.88493199999999 40.604702, -73.898741 40.60389199999999, -73.89861999999999 40.604609))"
1594,1500000US360470702021,360470702021,"Block Group 1, Census Tract 702.02, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((-73.919296 40.606947, -73.91781999999999 40.606391, -73.917254 40.606731, -73.912994 40.60286, -73.90657299999999 40.603649, -73.901445 40.604354, -73.89861999999999 40.604609, -73.898741 40.60389199999999, -73.88493199999999 40.604702, -73.87855499999999 40.589884, -73.87853699999999 40.587188, -73.876695 40.584919, -73.879711 40.580131, -73.881736 40.579154, -73.88773499999999 40.578009, -73.888139 40.578742, -73.90266199999999 40.591643, -73.904957 40.593956, -73.918224 40.605805, -73.919296 40.606947))"
1595,1500000US360470702030,360470702030,"Block Group 0, Census Tract 702.03, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((-73.89230599999999 40.620556, -73.88239 40.627542, -73.87395699999999 40.633773, -73.85502099999999 40.64309799999999, -73.85493799999999 40.64265, -73.848338 40.643521, -73.83765199999999 40.63284, -73.84242399999999 40.631533, -73.84445699999999 40.629848, -73.84110199999999 40.624556, -73.83623799999999 40.631111, -73.83304099999999 40.62826099999999, -73.833422 40.626782, -73.83508999999999 40.623109, -73.834215 40.620276, -73.835853 40.619769, -73.83496199999999 40.61778, -73.83774099999999 40.615509, -73.834008 40.614425, -73.834283 40.609186, -73.836102 40.60736199999999, -73.835876 40.605637, -73.842017 40.598313, -73.844437 40.595855, -73.84667999999999 40.593209, -73.849852 40.588669, -73.85493699999999 40.585974, -73.859492 40.583938, -73.866005 40.581001, -73.86751 40.580229, -73.863705 40.585657, -73.863 40.588157, -73.864762 40.591493, -73.86811 40.592446, -73.869406 40.593311, -73.87053999999999 40.593075, -73.872637 40.59101099999999, -73.871706 40.587274, -73.86900899999999 40.587776, -73.871284 40.584097, -73.869232 40.579342, -73.87141799999999 40.578535, -73.884456 40.60944, -73.887051 40.61631999999999, -73.89230599999999 40.620556), (-73.879897 40.617039, -73.879195 40.615454, -73.872681 40.615832, -73.86694 40.617726, -73.864886 40.620349, -73.86581799999999 40.622448, -73.86477099999999 40.628152, -73.867395 40.628078, -73.871195 40.62606, -73.877878 40.621726, -73.879972 40.618537, -73.879897 40.617039), (-73.871605 40.610646, -73.87066799999999 40.608683, -73.869281 40.606157, -73.869067 40.609022, -73.870761 40.610873, -73.87038199999999 40.612584, -73.87156499999999 40.61338, -73.871605 40.610646), (-73.87108099999999 40.598901, -73.870195 40.598997, -73.87026299999999 40.601681, -73.87049499999999 40.602604, -73.87108099999999 40.598901), (-73.86551399999999 40.60047, -73.85873099999999 40.59598, -73.853825 40.597537, -73.85278599999999 40.600121, -73.86140499999999 40.602835, -73.86551399999999 40.60047), (-73.856488 40.619519, -73.850869 40.62021499999999, -73.848598 40.622059, -73.849611 40.622964, -73.84545799999999 40.623722, -73.842902 40.623441, -73.844775 40.624993, -73.84547499999999 40.623993, -73.852233 40.622832, -73.85151399999999 40.620903, -73.85323199999999 40.620478, -73.85534199999999 40.622175, -73.857518 40.620289, -73.856488 40.619519), (-73.85696299999999 40.631564, -73.857175 40.630298, -73.85535299999999 40.630688, -73.854283 40.632225, -73.852895 40.632938, -73.849391 40.632315, -73.84770899999999 40.633466, -73.84788 40.636618, -73.84626899999999 40.637088, -73.846304 40.638468, -73.84442799999999 40.639099, -73.846017 40.639052, -73.84765 40.638023, -73.848079 40.637275, -73.848091 40.634818, -73.849424 40.634141, -73.84967499999999 40.632507, -73.85448599999999 40.633347, -73.85504999999999 40.63185, -73.857494 40.632215, -73.85696299999999 40.631564), (-73.85414 40.606644, -73.85314099999999 40.608363, -73.85457199999999 40.609593, -73.85142499999999 40.609144, -73.849384 40.609861, -73.84972499999999 40.612134, -73.852266 40.6103, -73.856775 40.610969, -73.85414 40.606644), (-73.84961 40.606017, -73.845145 40.604797, -73.848356 40.605312, -73.84491 40.603706, -73.845561 40.606978, -73.84381399999999 40.604348, -73.840794 40.605644, -73.84076999999999 40.606734, -73.838684 40.608173, -73.836725 40.612568, -73.840287 40.610681, -73.84123199999999 40.612637, -73.84566 40.613834, -73.84591999999999 40.609674, -73.844826 40.608243, -73.84670799999999 40.608041, -73.84961 40.606017))"
1596,1500000US360470702031,360470702031,"Block Group 1, Census Tract 702.03, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,"MULTIPOLYGON (((-73.836102 40.60736199999999, -73.834283 40.609186, -73.834463 40.607193, -73.835876 40.605637, -73.836102 40.60736199999999)), ((-73.83496199999999 40.61778, -73.835853 40.619769, -73.834215 40.620276, -73.83508999999999 40.623109, -73.833422 40.626782, -73.834008 40.614425, -73.83774099999999 40.615509, -73.83496199999999 40.61778)), ((-73.84242399999999 40.631533, -73.83765199999999 40.63284, -73.83623799999999 40.631111, -73.84110199999999 40.624556, -73.84445699999999 40.629848, -73.84242399999999 40.631533)), ((-73.84670799999999 40.608041, -73.844826 40.608243, -73.84591999999999 40.609674, -73.84566 40.613834, -73.84123199999999 40.612637, -73.840287 40.610681, -73.836725 40.612568, -73.838684 40.608173, -73.84076999999999 40.606734, -73.840794 40.605644, -73.84381399999999 40.604348, -73.845561 40.606978, -73.84491 40.603706, -73.848356 40.605312, -73.845145 40.604797, -73.84961 40.606017, -73.84670799999999 40.608041)), ((-73.856775 40.610969, -73.852266 40.6103, -73.84972499999999 40.612134, -73.849384 40.609861, -73.85142499999999 40.609144, -73.85457199999999 40.609593, -73.85314099999999 40.608363, -73.85414 40.606644, -73.856775 40.610969)), ((-73.857494 40.632215, -73.85504999999999 40.63185, -73.85448599999999 40.633347, -73.84967499999999 40.632507, -73.849424 40.634141, -73.848091 40.634818, -73.848079 40.637275, -73.84765 40.638023, -73.846017 40.639052, -73.84442799999999 40.639099, -73.846304 40.638468, -73.84626899999999 40.637088, -73.84788 40.636618, -73.84770899999999 40.633466, -73.849391 40.632315, -73.852895 40.632938, -73.854283 40.632225, -73.85535299999999 40.630688, -73.857175 40.630298, -73.85696299999999 40.631564, -73.857494 40.632215)), ((-73.857518 40.620289, -73.85534199999999 40.622175, -73.85323199999999 40.620478, -73.85151399999999 40.620903, -73.852233 40.622832, -73.84547499999999 40.623993, -73.844775 40.624993, -73.842902 40.623441, -73.84545799999999 40.623722, -73.849611 40.622964, -73.848598 40.622059, -73.850869 40.62021499999999, -73.856488 40.619519, -73.857518 40.620289)), ((-73.86140499999999 40.602835, -73.85278599999999 40.600121, -73.853825 40.597537, -73.85873099999999 40.59598, -73.86551399999999 40.60047, -73.86140499999999 40.602835)), ((-73.87049499999999 40.602604, -73.87026299999999 40.601681, -73.870195 40.598997, -73.87108099999999 40.598901, -73.87049499999999 40.602604)), ((-73.87156499999999 40.61338, -73.87038199999999 40.612584, -73.870761 40.610873, -73.869067 40.609022, -73.869281 40.606157, -73.87066799999999 40.608683, -73.871605 40.610646, -73.87156499999999 40.61338)), ((-73.872637 40.59101099999999, -73.87053999999999 40.593075, -73.869406 40.593311, -73.86811 40.592446, -73.864762 40.591493, -73.863 40.588157, -73.863705 40.585657, -73.86751 40.580229, -73.869232 40.579342, -73.871284 40.584097, -73.86900899999999 40.587776, -73.871706 40.587274, -73.872637 40.59101099999999)), ((-73.879972 40.618537, -73.877878 40.621726, -73.871195 40.62606, -73.867395 40.628078, -73.86477099999999 40.628152, -73.86581799999999 40.622448, -73.864886 40.620349, -73.86694 40.617726, -73.872681 40.615832, -73.879195 40.615454, -73.879897 40.617039, -73.879972 40.618537)))"
1597,1500000US360470706000,360470706000,"Block Group 0, Census Tract 706, Kings County, New York",0,0,0,0,0,0,0,0,0,0,0,"POLYGON ((-73.89826099999999 40.622989, -73.89230599999999 40.620556, -73.887051 40.61631999999999, -73.884456 40.60944, -73.891953 40.605525, -73.89861999999999 40.604609, -73.898551 40.605325, -73.89153 40.609288, -73.888751 40.608911, -73.88733499999999 40.609566, -73.89701699999999 40.621568, -73.90016299999999 40.621677, -73.89826099999999 40.622989))"
1598,1500000US360470706001,360470706001,"Block Group 1, Census Tract 706, Kings County, New York",94,8,6,0,22,8,29,0,0,21,0,"POLYGON ((-73.904915 40.618664, -73.904201 40.619127, -73.89923899999999 40.614666, -73.902035 40.61284, -73.907072 40.617265, -73.904915 40.618664))"
1599,1500000US360470706002,360470706002,"Block Group 2, Census Tract 706, Kings County, New York",82,19,0,0,14,6,17,0,0,26,0,"POLYGON ((-73.908928 40.618877, -73.907072 40.617265, -73.902035 40.61284, -73.89923899999999 40.614666, -73.904201 40.619127, -73.902744 40.620068, -73.90016299999999 40.621677, -73.89701699999999 40.621568, -73.88733499999999 40.609566, -73.888751 40.608911, -73.89153 40.609288, -73.898551 40.605325, -73.89861999999999 40.604609, -73.901445 40.604354, -73.901698 40.608223, -73.90319 40.611489, -73.91025999999999 40.61778, -73.908928 40.618877))"
1600,1500000US360470720001,360470720001,"Block Group 1, Census Tract 720, Kings County, New York",376,0,0,76,45,39,41,13,36,102,24,"POLYGON ((-73.92400499999999 40.628567, -73.920418 40.630904, -73.918604 40.632096, -73.918162 40.628005, -73.91799499999999 40.626458, -73.920869 40.626251, -73.92111899999999 40.628586, -73.92429799999999 40.628386, -73.92400499999999 40.628567))"
1601,1500000US360470722001,360470722001,"Block Group 1, Census Tract 722, Kings County, New York",165,3,24,8,52,14,12,0,6,42,4,"POLYGON ((-73.925456 40.633028, -73.92258699999999 40.633209, -73.920683 40.63333, -73.918852 40.634483, -73.918604 40.632096, -73.920418 40.630904, -73.924239 40.630749, -73.92520499999999 40.630689, -73.925456 40.633028))"
1602,1500000US360470722002,360470722002,"Block Group 2, Census Tract 722, Kings County, New York",130,0,0,0,0,39,0,0,21,70,0,"POLYGON ((-73.930312 40.632726, -73.92983599999999 40.632756, -73.925456 40.633028, -73.92520499999999 40.630689, -73.92811399999999 40.630506, -73.930054 40.630389, -73.93026999999999 40.632313, -73.930312 40.632726))"
1603,1500000US360470724001,360470724001,"Block Group 1, Census Tract 724, Kings County, New York",165,0,57,15,5,0,21,11,19,37,0,"POLYGON ((-73.92570599999999 40.635367, -73.922832 40.635543, -73.92258699999999 40.633209, -73.925456 40.633028, -73.92570599999999 40.635367))"
1604,1500000US360470724002,360470724002,"Block Group 2, Census Tract 724, Kings County, New York",88,0,35,16,0,15,11,0,0,11,0,"POLYGON ((-73.93153099999999 40.635006, -73.927448 40.635259, -73.92570599999999 40.635367, -73.925456 40.633028, -73.92983599999999 40.632756, -73.930312 40.632726, -73.93127299999999 40.632666, -73.93153099999999 40.635006))"
1605,1500000US360470726001,360470726001,"Block Group 1, Census Tract 726, Kings County, New York",110,0,30,10,0,0,14,0,17,4,35,"POLYGON ((-73.93726699999999 40.634651, -73.93439499999999 40.634827, -73.93342699999999 40.634884, -73.9325 40.634947, -73.93153099999999 40.635006, -73.93127299999999 40.632666, -73.930312 40.632726, -73.93026999999999 40.632313, -73.930054 40.630389, -73.93102499999999 40.630329, -73.931983 40.630269, -73.93245499999999 40.63024, -73.9358 40.630032, -73.936767 40.629973, -73.93701299999999 40.632304, -73.93726699999999 40.634651))"
1606,1500000US360470728001,360470728001,"Block Group 1, Census Tract 728, Kings County, New York",305,0,23,14,63,27,32,26,12,76,32,"POLYGON ((-73.92811399999999 40.630506, -73.92520499999999 40.630689, -73.924239 40.630749, -73.920418 40.630904, -73.92400499999999 40.628567, -73.92429799999999 40.628386, -73.925927 40.628288, -73.927865 40.628167, -73.92811399999999 40.630506))"
1607,1500000US360470728002,360470728002,"Block Group 2, Census Tract 728, Kings County, New York",123,0,0,22,22,36,0,17,0,0,26,"POLYGON ((-73.931983 40.630269, -73.93102499999999 40.630329, -73.930054 40.630389, -73.92811399999999 40.630506, -73.927865 40.628167, -73.931743 40.62793, -73.931983 40.630269))"
1608,1500000US360470730001,360470730001,"Block Group 1, Census Tract 730, Kings County, New York",136,0,0,0,26,0,37,4,8,46,15,"POLYGON ((-73.931743 40.62793, -73.927865 40.628167, -73.925927 40.628288, -73.92429799999999 40.628386, -73.92491799999999 40.627984, -73.925826 40.627392, -73.926709 40.626821, -73.928316 40.625785, -73.92862199999999 40.625767, -73.931494 40.625594, -73.931743 40.62793))"
1609,1500000US360470730002,360470730002,"Block Group 2, Census Tract 730, Kings County, New York",80,13,0,0,0,7,15,0,7,38,0,"POLYGON ((-73.933421 40.625468, -73.931494 40.625594, -73.92862199999999 40.625767, -73.928316 40.625785, -73.928606 40.625605, -73.93130699999999 40.62385, -73.93124999999999 40.623321, -73.93219499999999 40.623269, -73.93310000000001 40.622694, -73.933122 40.622822, -73.933421 40.625468))"
1610,1500000US360470732001,360470732001,"Block Group 1, Census Tract 732, Kings County, New York",166,0,31,23,30,5,23,0,19,35,0,"POLYGON ((-73.93554899999999 40.627692, -73.932664 40.627872, -73.932506 40.627882, -73.931743 40.62793, -73.931494 40.625594, -73.933421 40.625468, -73.933449 40.625704, -73.935349 40.625835, -73.93554899999999 40.627692))"
1611,1500000US360470732002,360470732002,"Block Group 2, Census Tract 732, Kings County, New York",101,0,0,0,0,16,0,39,15,31,0,"POLYGON ((-73.9358 40.630032, -73.93245499999999 40.63024, -73.931983 40.630269, -73.931743 40.62793, -73.932506 40.627882, -73.932664 40.627872, -73.93554899999999 40.627692, -73.9358 40.630032))"
1612,1500000US360470734001,360470734001,"Block Group 1, Census Tract 734, Kings County, New York",11,0,0,0,11,0,0,0,0,0,0,"POLYGON ((-73.939605 40.629795, -73.936767 40.629973, -73.9358 40.630032, -73.93554899999999 40.627692, -73.939356 40.627458, -73.939605 40.629795))"
1613,1500000US360470734002,360470734002,"Block Group 2, Census Tract 734, Kings County, New York",45,0,0,10,9,0,0,0,0,15,11,"POLYGON ((-73.939356 40.627458, -73.93554899999999 40.627692, -73.935349 40.625835, -73.937288 40.625715, -73.93915699999999 40.6256, -73.939356 40.627458))"
1614,1500000US360470736001,360470736001,"Block Group 1, Census Tract 736, Kings County, New York",357,0,18,84,11,51,51,0,21,108,13,"POLYGON ((-73.937288 40.625715, -73.935349 40.625835, -73.933449 40.625704, -73.933421 40.625468, -73.933122 40.622822, -73.93486 40.624432, -73.935464 40.623874, -73.937288 40.625715))"
1615,1500000US360470736002,360470736002,"Block Group 2, Census Tract 736, Kings County, New York",207,9,43,10,17,0,20,0,33,75,0,"POLYGON ((-73.93561099999999 40.623571, -73.935464 40.623874, -73.93486 40.624432, -73.933122 40.622822, -73.93310000000001 40.622694, -73.93537999999999 40.621216, -73.93663699999999 40.622401, -73.93561099999999 40.623571))"
1616,1500000US360470736003,360470736003,"Block Group 3, Census Tract 736, Kings County, New York",245,3,21,0,11,20,41,36,8,105,0,"POLYGON ((-73.93915699999999 40.6256, -73.937288 40.625715, -73.935464 40.623874, -73.93561099999999 40.623571, -73.93663699999999 40.622401, -73.937226 40.622958, -73.93955699999999 40.625158, -73.93915699999999 40.6256))"
1617,1500000US360470738001,360470738001,"Block Group 1, Census Tract 738, Kings County, New York",191,6,0,60,0,54,0,20,16,16,19,"POLYGON ((-73.941681 40.624907, -73.94072 40.625015, -73.93955699999999 40.625158, -73.937226 40.622958, -73.939335 40.622725, -73.94026599999999 40.622623, -73.94122899999999 40.62251699999999, -73.941681 40.624907))"
1618,1500000US360470738002,360470738002,"Block Group 2, Census Tract 738, Kings County, New York",274,0,0,74,21,35,18,0,55,51,20,"POLYGON ((-73.94122899999999 40.62251699999999, -73.94026599999999 40.622623, -73.939335 40.622725, -73.937226 40.622958, -73.93663699999999 40.622401, -73.93911899999999 40.621565, -73.94085099999999 40.620458, -73.94122899999999 40.62251699999999))"
1619,1500000US360470738003,360470738003,"Block Group 3, Census Tract 738, Kings County, New York",68,20,21,0,6,0,0,0,0,21,0,"POLYGON ((-73.94085099999999 40.620458, -73.93911899999999 40.621565, -73.93663699999999 40.622401, -73.93537999999999 40.621216, -73.936336 40.620611, -73.940805 40.620125, -73.94085099999999 40.620458))"
1620,1500000US360470740001,360470740001,"Block Group 1, Census Tract 740, Kings County, New York",394,0,0,93,17,7,7,32,46,154,38,"POLYGON ((-73.943409 40.62956, -73.941509 40.629678, -73.939605 40.629795, -73.939356 40.627458, -73.94309299999999 40.62719, -73.943409 40.62956))"
1621,1500000US360470740002,360470740002,"Block Group 2, Census Tract 740, Kings County, New York",354,31,0,56,115,17,49,34,0,47,5,"POLYGON ((-73.94309299999999 40.62719, -73.939356 40.627458, -73.93915699999999 40.6256, -73.93955699999999 40.625158, -73.94072 40.625015, -73.941681 40.624907, -73.942645 40.6248, -73.94309299999999 40.62719))"
1622,1500000US360470742001,360470742001,"Block Group 1, Census Tract 742, Kings County, New York",106,4,0,24,28,0,0,0,18,23,9,"POLYGON ((-73.946327 40.62927699999999, -73.94540099999999 40.629378, -73.94415499999999 40.629508, -73.943409 40.62956, -73.94309299999999 40.62719, -73.942645 40.6248, -73.944496 40.624598, -73.94494999999999 40.626987, -73.945877 40.626886, -73.946327 40.62927699999999))"
1623,1500000US360470742002,360470742002,"Block Group 2, Census Tract 742, Kings County, New York",372,13,93,42,41,25,24,18,25,91,0,"POLYGON ((-73.947327 40.629166, -73.946327 40.62927699999999, -73.945877 40.626886, -73.94494999999999 40.626987, -73.944496 40.624598, -73.945425 40.624496, -73.946422 40.624385, -73.94687499999999 40.626774, -73.947327 40.629166))"
1624,1500000US360470744001,360470744001,"Block Group 1, Census Tract 744, Kings County, New York",41,16,0,0,0,0,19,0,0,6,0,"POLYGON ((-73.945425 40.624496, -73.944496 40.624598, -73.942645 40.6248, -73.941681 40.624907, -73.94122899999999 40.62251699999999, -73.94404399999999 40.622208, -73.94497 40.622105, -73.945425 40.624496))"
1625,1500000US360470744002,360470744002,"Block Group 2, Census Tract 744, Kings County, New York",92,33,6,0,0,16,0,0,4,11,22,"POLYGON ((-73.94497 40.622105, -73.94404399999999 40.622208, -73.94122899999999 40.62251699999999, -73.94085099999999 40.620458, -73.940805 40.620125, -73.943591 40.619816, -73.944518 40.61971399999999, -73.94497 40.622105))"
1626,1500000US360470746001,360470746001,"Block Group 1, Census Tract 746, Kings County, New York",157,0,0,9,50,11,3,0,15,56,13,"POLYGON ((-73.94319399999999 40.617678, -73.941141 40.619724, -73.940805 40.620125, -73.936336 40.620611, -73.93686699999999 40.620253, -73.93971599999999 40.618406, -73.94045299999999 40.617929, -73.941282 40.61763, -73.943145 40.61742599999999, -73.94346999999999 40.617385, -73.94319399999999 40.617678))"
1627,1500000US360470746002,360470746002,"Block Group 2, Census Tract 746, Kings County, New York",95,0,4,4,0,0,0,0,38,49,0,"POLYGON ((-73.94651399999999 40.619494, -73.944518 40.61971399999999, -73.943591 40.619816, -73.940805 40.620125, -73.941141 40.619724, -73.94319399999999 40.617678, -73.94346999999999 40.617385, -73.944827 40.616046, -73.94573699999999 40.61536299999999, -73.946067 40.617104, -73.94651399999999 40.619494))"
1628,1500000US360470748001,360470748001,"Block Group 1, Census Tract 748, Kings County, New York",258,12,14,0,48,16,29,20,3,77,39,"POLYGON ((-73.94741999999999 40.62427599999999, -73.946422 40.624385, -73.945425 40.624496, -73.94497 40.622105, -73.944518 40.61971399999999, -73.94651399999999 40.619494, -73.94741999999999 40.62427599999999))"
1629,1500000US360470748002,360470748002,"Block Group 2, Census Tract 748, Kings County, New York",26,0,0,8,0,0,5,0,0,4,9,"POLYGON ((-73.949274 40.624072, -73.94741999999999 40.62427599999999, -73.94651399999999 40.619494, -73.948369 40.619291, -73.94882 40.621682, -73.949274 40.624072))"
1630,1500000US360470750001,360470750001,"Block Group 1, Census Tract 750, Kings County, New York",207,0,23,3,0,30,44,15,6,74,12,"POLYGON ((-73.951106 40.62875, -73.950177 40.62885199999999, -73.947327 40.629166, -73.94687499999999 40.626774, -73.947874 40.626666, -73.950661 40.626361, -73.951106 40.62875))"
