GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01
Id,Id2,Geography,Estimate; Median gross rent,Margin of Error; Median gross rent
1500000US360470035001,360470035001,"Block Group 1, Census Tract 35, Kings County, New York","2,000+",***
1500000US360470035002,360470035002,"Block Group 2, Census Tract 35, Kings County, New York",1032,118
1500000US360470036001,360470036001,"Block Group 1, Census Tract 36, Kings County, New York",1190,145
1500000US360470036002,360470036002,"Block Group 2, Census Tract 36, Kings County, New York",1304,166
1500000US360470036003,360470036003,"Block Group 3, Census Tract 36, Kings County, New York",1332,133
1500000US360470037001,360470037001,"Block Group 1, Census Tract 37, Kings County, New York",1848,537
1500000US360470038000,360470038000,"Block Group 0, Census Tract 38, Kings County, New York",-,**
1500000US360470038001,360470038001,"Block Group 1, Census Tract 38, Kings County, New York",1546,143
1500000US360470039001,360470039001,"Block Group 1, Census Tract 39, Kings County, New York",1750,344
1500000US360470039002,360470039002,"Block Group 2, Census Tract 39, Kings County, New York",1118,452
1500000US360470039003,360470039003,"Block Group 3, Census Tract 39, Kings County, New York",1704,169
1500000US360470041001,360470041001,"Block Group 1, Census Tract 41, Kings County, New York",1786,173
1500000US360470041002,360470041002,"Block Group 2, Census Tract 41, Kings County, New York","2,000+",***
1500000US360470041003,360470041003,"Block Group 3, Census Tract 41, Kings County, New York","2,000+",***
1500000US360470043001,360470043001,"Block Group 1, Census Tract 43, Kings County, New York",-,**
1500000US360470043002,360470043002,"Block Group 2, Census Tract 43, Kings County, New York",728,369
1500000US360470043003,360470043003,"Block Group 3, Census Tract 43, Kings County, New York","2,000+",***
1500000US360470043004,360470043004,"Block Group 4, Census Tract 43, Kings County, New York",1436,418
1500000US360470044000,360470044000,"Block Group 0, Census Tract 44, Kings County, New York",-,**
1500000US360470044001,360470044001,"Block Group 1, Census Tract 44, Kings County, New York",856,117
1500000US360470044002,360470044002,"Block Group 2, Census Tract 44, Kings County, New York",1288,113
1500000US360470045001,360470045001,"Block Group 1, Census Tract 45, Kings County, New York",1898,321
1500000US360470045002,360470045002,"Block Group 2, Census Tract 45, Kings County, New York","2,000+",***
1500000US360470045003,360470045003,"Block Group 3, Census Tract 45, Kings County, New York",1770,474
1500000US360470045004,360470045004,"Block Group 4, Census Tract 45, Kings County, New York","2,000+",***
1500000US360470046000,360470046000,"Block Group 0, Census Tract 46, Kings County, New York",-,**
1500000US360470046001,360470046001,"Block Group 1, Census Tract 46, Kings County, New York",1462,679
1500000US360470047001,360470047001,"Block Group 1, Census Tract 47, Kings County, New York",1469,503
1500000US360470049001,360470049001,"Block Group 1, Census Tract 49, Kings County, New York",1532,458
1500000US360470049002,360470049002,"Block Group 2, Census Tract 49, Kings County, New York",1230,368
1500000US360470049003,360470049003,"Block Group 3, Census Tract 49, Kings County, New York",1865,231
1500000US360470050000,360470050000,"Block Group 0, Census Tract 50, Kings County, New York",-,**
1500000US360470050001,360470050001,"Block Group 1, Census Tract 50, Kings County, New York",1639,372
1500000US360470050002,360470050002,"Block Group 2, Census Tract 50, Kings County, New York",1527,227
1500000US360470050003,360470050003,"Block Group 3, Census Tract 50, Kings County, New York",1370,66
1500000US360470051001,360470051001,"Block Group 1, Census Tract 51, Kings County, New York",1763,200
1500000US360470051002,360470051002,"Block Group 2, Census Tract 51, Kings County, New York",1829,155
1500000US360470051003,360470051003,"Block Group 3, Census Tract 51, Kings County, New York","2,000+",***
1500000US360470052010,360470052010,"Block Group 0, Census Tract 52.01, Kings County, New York",-,**
1500000US360470052011,360470052011,"Block Group 1, Census Tract 52.01, Kings County, New York",525,258
1500000US360470052020,360470052020,"Block Group 0, Census Tract 52.02, Kings County, New York",-,**
1500000US360470052021,360470052021,"Block Group 1, Census Tract 52.02, Kings County, New York",1518,508
1500000US360470052022,360470052022,"Block Group 2, Census Tract 52.02, Kings County, New York",1490,163
1500000US360470053000,360470053000,"Block Group 0, Census Tract 53, Kings County, New York",-,**
1500000US360470053001,360470053001,"Block Group 1, Census Tract 53, Kings County, New York",1359,181
1500000US360470053002,360470053002,"Block Group 2, Census Tract 53, Kings County, New York",1448,242
1500000US360470053003,360470053003,"Block Group 3, Census Tract 53, Kings County, New York",1486,312
1500000US360470053004,360470053004,"Block Group 4, Census Tract 53, Kings County, New York",1688,561
1500000US360470054000,360470054000,"Block Group 0, Census Tract 54, Kings County, New York",-,**
1500000US360470054001,360470054001,"Block Group 1, Census Tract 54, Kings County, New York",1661,104
1500000US360470054002,360470054002,"Block Group 2, Census Tract 54, Kings County, New York",1162,100
1500000US360470054003,360470054003,"Block Group 3, Census Tract 54, Kings County, New York",1270,117
1500000US360470056010,360470056010,"Block Group 0, Census Tract 56.01, Kings County, New York",-,**
1500000US360470056011,360470056011,"Block Group 1, Census Tract 56.01, Kings County, New York",1556,205
1500000US360470056012,360470056012,"Block Group 2, Census Tract 56.01, Kings County, New York",1152,69
1500000US360470056020,360470056020,"Block Group 0, Census Tract 56.02, Kings County, New York",-,**
1500000US360470056021,360470056021,"Block Group 1, Census Tract 56.02, Kings County, New York",1254,99
1500000US360470058001,360470058001,"Block Group 1, Census Tract 58, Kings County, New York",1317,103
1500000US360470058002,360470058002,"Block Group 2, Census Tract 58, Kings County, New York",1210,127
1500000US360470058003,360470058003,"Block Group 3, Census Tract 58, Kings County, New York",1120,85
1500000US360470059001,360470059001,"Block Group 1, Census Tract 59, Kings County, New York",1612,377
1500000US360470059002,360470059002,"Block Group 2, Census Tract 59, Kings County, New York",1440,88
1500000US360470060001,360470060001,"Block Group 1, Census Tract 60, Kings County, New York",1158,89
1500000US360470060002,360470060002,"Block Group 2, Census Tract 60, Kings County, New York",1356,121
1500000US360470060003,360470060003,"Block Group 3, Census Tract 60, Kings County, New York",1701,146
1500000US360470062001,360470062001,"Block Group 1, Census Tract 62, Kings County, New York",1110,95
1500000US360470062002,360470062002,"Block Group 2, Census Tract 62, Kings County, New York",1298,159
1500000US360470062003,360470062003,"Block Group 3, Census Tract 62, Kings County, New York",1694,555
1500000US360470063001,360470063001,"Block Group 1, Census Tract 63, Kings County, New York",1716,564
1500000US360470063002,360470063002,"Block Group 2, Census Tract 63, Kings County, New York","2,000+",***
1500000US360470064001,360470064001,"Block Group 1, Census Tract 64, Kings County, New York",1355,237
1500000US360470064002,360470064002,"Block Group 2, Census Tract 64, Kings County, New York",1170,135
1500000US360470064003,360470064003,"Block Group 3, Census Tract 64, Kings County, New York",1218,90
1500000US360470065001,360470065001,"Block Group 1, Census Tract 65, Kings County, New York","2,000+",***
1500000US360470065002,360470065002,"Block Group 2, Census Tract 65, Kings County, New York","2,000+",***
1500000US360470065003,360470065003,"Block Group 3, Census Tract 65, Kings County, New York","2,000+",***
1500000US360470065004,360470065004,"Block Group 4, Census Tract 65, Kings County, New York","2,000+",***
1500000US360470065005,360470065005,"Block Group 5, Census Tract 65, Kings County, New York",1929,769
1500000US360470065006,360470065006,"Block Group 6, Census Tract 65, Kings County, New York",1749,198
1500000US360470065007,360470065007,"Block Group 7, Census Tract 65, Kings County, New York",1875,301
1500000US360470066001,360470066001,"Block Group 1, Census Tract 66, Kings County, New York",1235,119
1500000US360470066002,360470066002,"Block Group 2, Census Tract 66, Kings County, New York",1283,161
1500000US360470066003,360470066003,"Block Group 3, Census Tract 66, Kings County, New York",1246,91
1500000US360470067001,360470067001,"Block Group 1, Census Tract 67, Kings County, New York","2,000+",***
1500000US360470067002,360470067002,"Block Group 2, Census Tract 67, Kings County, New York","2,000+",***
1500000US360470067003,360470067003,"Block Group 3, Census Tract 67, Kings County, New York","2,000+",***
1500000US360470067004,360470067004,"Block Group 4, Census Tract 67, Kings County, New York",1837,275
1500000US360470067005,360470067005,"Block Group 5, Census Tract 67, Kings County, New York","2,000+",***
1500000US360470068001,360470068001,"Block Group 1, Census Tract 68, Kings County, New York",1210,99
1500000US360470068002,360470068002,"Block Group 2, Census Tract 68, Kings County, New York",1239,125
1500000US360470068003,360470068003,"Block Group 3, Census Tract 68, Kings County, New York",1107,600
1500000US360470068004,360470068004,"Block Group 4, Census Tract 68, Kings County, New York",1093,164
1500000US360470069001,360470069001,"Block Group 1, Census Tract 69, Kings County, New York","2,000+",***
1500000US360470069002,360470069002,"Block Group 2, Census Tract 69, Kings County, New York","2,000+",***
1500000US360470069003,360470069003,"Block Group 3, Census Tract 69, Kings County, New York",1939,217
1500000US360470069004,360470069004,"Block Group 4, Census Tract 69, Kings County, New York","2,000+",***
1500000US360470070001,360470070001,"Block Group 1, Census Tract 70, Kings County, New York",868,133
1500000US360470070002,360470070002,"Block Group 2, Census Tract 70, Kings County, New York",1188,112
1500000US360470071001,360470071001,"Block Group 1, Census Tract 71, Kings County, New York",1648,1023
1500000US360470071002,360470071002,"Block Group 2, Census Tract 71, Kings County, New York",1827,401
1500000US360470071003,360470071003,"Block Group 3, Census Tract 71, Kings County, New York",557,190
1500000US360470071004,360470071004,"Block Group 4, Census Tract 71, Kings County, New York",458,127
1500000US360470072001,360470072001,"Block Group 1, Census Tract 72, Kings County, New York",1178,59
1500000US360470074001,360470074001,"Block Group 1, Census Tract 74, Kings County, New York",1008,201
1500000US360470074002,360470074002,"Block Group 2, Census Tract 74, Kings County, New York",1196,312
1500000US360470074003,360470074003,"Block Group 3, Census Tract 74, Kings County, New York",1206,479
1500000US360470074004,360470074004,"Block Group 4, Census Tract 74, Kings County, New York",1296,182
1500000US360470075001,360470075001,"Block Group 1, Census Tract 75, Kings County, New York","2,000+",***
1500000US360470075002,360470075002,"Block Group 2, Census Tract 75, Kings County, New York","2,000+",***
1500000US360470075003,360470075003,"Block Group 3, Census Tract 75, Kings County, New York","2,000+",***
1500000US360470075004,360470075004,"Block Group 4, Census Tract 75, Kings County, New York",1541,598
1500000US360470075005,360470075005,"Block Group 5, Census Tract 75, Kings County, New York","2,000+",***
1500000US360470076001,360470076001,"Block Group 1, Census Tract 76, Kings County, New York",1174,71
1500000US360470076002,360470076002,"Block Group 2, Census Tract 76, Kings County, New York",1065,221
1500000US360470076003,360470076003,"Block Group 3, Census Tract 76, Kings County, New York",1219,125
1500000US360470077001,360470077001,"Block Group 1, Census Tract 77, Kings County, New York",1375,2325
1500000US360470077002,360470077002,"Block Group 2, Census Tract 77, Kings County, New York","2,000+",***
1500000US360470077003,360470077003,"Block Group 3, Census Tract 77, Kings County, New York",1853,342
1500000US360470077004,360470077004,"Block Group 4, Census Tract 77, Kings County, New York","2,000+",***
1500000US360470078001,360470078001,"Block Group 1, Census Tract 78, Kings County, New York",1381,208
1500000US360470078002,360470078002,"Block Group 2, Census Tract 78, Kings County, New York",1128,294
1500000US360470078003,360470078003,"Block Group 3, Census Tract 78, Kings County, New York",900,474
1500000US360470078004,360470078004,"Block Group 4, Census Tract 78, Kings County, New York",1316,87
1500000US360470080001,360470080001,"Block Group 1, Census Tract 80, Kings County, New York",1197,386
1500000US360470080002,360470080002,"Block Group 2, Census Tract 80, Kings County, New York",1264,222
1500000US360470080003,360470080003,"Block Group 3, Census Tract 80, Kings County, New York",664,901
1500000US360470082001,360470082001,"Block Group 1, Census Tract 82, Kings County, New York",1413,182
1500000US360470082002,360470082002,"Block Group 2, Census Tract 82, Kings County, New York",765,435
1500000US360470082003,360470082003,"Block Group 3, Census Tract 82, Kings County, New York",1167,121
1500000US360470084001,360470084001,"Block Group 1, Census Tract 84, Kings County, New York",1563,212
1500000US360470084002,360470084002,"Block Group 2, Census Tract 84, Kings County, New York",1170,100
1500000US360470084003,360470084003,"Block Group 3, Census Tract 84, Kings County, New York",1168,64
1500000US360470085001,360470085001,"Block Group 1, Census Tract 85, Kings County, New York",344,105
1500000US360470085002,360470085002,"Block Group 2, Census Tract 85, Kings County, New York",483,127
1500000US360470085003,360470085003,"Block Group 3, Census Tract 85, Kings County, New York",420,344
1500000US360470086001,360470086001,"Block Group 1, Census Tract 86, Kings County, New York",-,**
1500000US360470088001,360470088001,"Block Group 1, Census Tract 88, Kings County, New York",1274,127
1500000US360470088002,360470088002,"Block Group 2, Census Tract 88, Kings County, New York",1477,302
1500000US360470090001,360470090001,"Block Group 1, Census Tract 90, Kings County, New York",1231,153
1500000US360470090002,360470090002,"Block Group 2, Census Tract 90, Kings County, New York",1095,143
1500000US360470092001,360470092001,"Block Group 1, Census Tract 92, Kings County, New York",1254,133
1500000US360470092002,360470092002,"Block Group 2, Census Tract 92, Kings County, New York",1283,103
1500000US360470092003,360470092003,"Block Group 3, Census Tract 92, Kings County, New York",1107,107
1500000US360470094001,360470094001,"Block Group 1, Census Tract 94, Kings County, New York",1276,181
1500000US360470094002,360470094002,"Block Group 2, Census Tract 94, Kings County, New York",999,161
1500000US360470094003,360470094003,"Block Group 3, Census Tract 94, Kings County, New York",1098,222
1500000US360470096001,360470096001,"Block Group 1, Census Tract 96, Kings County, New York",1174,79
1500000US360470096002,360470096002,"Block Group 2, Census Tract 96, Kings County, New York",1286,93
1500000US360470096003,360470096003,"Block Group 3, Census Tract 96, Kings County, New York",1269,183
1500000US360470096004,360470096004,"Block Group 4, Census Tract 96, Kings County, New York",1435,481
1500000US360470098001,360470098001,"Block Group 1, Census Tract 98, Kings County, New York",1138,137
1500000US360470098002,360470098002,"Block Group 2, Census Tract 98, Kings County, New York",1035,343
1500000US360470098003,360470098003,"Block Group 3, Census Tract 98, Kings County, New York",1063,214
1500000US360470098004,360470098004,"Block Group 4, Census Tract 98, Kings County, New York",1393,204
1500000US360470100001,360470100001,"Block Group 1, Census Tract 100, Kings County, New York",758,297
1500000US360470100002,360470100002,"Block Group 2, Census Tract 100, Kings County, New York",1142,177
1500000US360470100003,360470100003,"Block Group 3, Census Tract 100, Kings County, New York",1058,187
1500000US360470100004,360470100004,"Block Group 4, Census Tract 100, Kings County, New York",1020,249
1500000US360470101001,360470101001,"Block Group 1, Census Tract 101, Kings County, New York",1094,137
1500000US360470101002,360470101002,"Block Group 2, Census Tract 101, Kings County, New York",1183,177
1500000US360470101003,360470101003,"Block Group 3, Census Tract 101, Kings County, New York",1188,113
1500000US360470102001,360470102001,"Block Group 1, Census Tract 102, Kings County, New York",1253,278
1500000US360470102002,360470102002,"Block Group 2, Census Tract 102, Kings County, New York",1204,167
1500000US360470102003,360470102003,"Block Group 3, Census Tract 102, Kings County, New York",1083,135
1500000US360470104001,360470104001,"Block Group 1, Census Tract 104, Kings County, New York",1121,129
1500000US360470104002,360470104002,"Block Group 2, Census Tract 104, Kings County, New York",1057,158
1500000US360470104003,360470104003,"Block Group 3, Census Tract 104, Kings County, New York",1122,129
1500000US360470106001,360470106001,"Block Group 1, Census Tract 106, Kings County, New York",1314,167
1500000US360470106002,360470106002,"Block Group 2, Census Tract 106, Kings County, New York",1079,106
1500000US360470106003,360470106003,"Block Group 3, Census Tract 106, Kings County, New York",983,108
1500000US360470108001,360470108001,"Block Group 1, Census Tract 108, Kings County, New York",1101,139
1500000US360470108002,360470108002,"Block Group 2, Census Tract 108, Kings County, New York",1052,92
1500000US360470108003,360470108003,"Block Group 3, Census Tract 108, Kings County, New York",1084,140
1500000US360470110001,360470110001,"Block Group 1, Census Tract 110, Kings County, New York",1658,276
1500000US360470110002,360470110002,"Block Group 2, Census Tract 110, Kings County, New York",1163,134
1500000US360470112001,360470112001,"Block Group 1, Census Tract 112, Kings County, New York",1024,121
1500000US360470112002,360470112002,"Block Group 2, Census Tract 112, Kings County, New York",1091,153
1500000US360470112003,360470112003,"Block Group 3, Census Tract 112, Kings County, New York",1065,169
1500000US360470112004,360470112004,"Block Group 4, Census Tract 112, Kings County, New York",1004,290
1500000US360470114001,360470114001,"Block Group 1, Census Tract 114, Kings County, New York",1458,442
1500000US360470114002,360470114002,"Block Group 2, Census Tract 114, Kings County, New York",993,132
1500000US360470114003,360470114003,"Block Group 3, Census Tract 114, Kings County, New York",922,61
1500000US360470116001,360470116001,"Block Group 1, Census Tract 116, Kings County, New York",533,273
1500000US360470116002,360470116002,"Block Group 2, Census Tract 116, Kings County, New York",1093,205
1500000US360470116003,360470116003,"Block Group 3, Census Tract 116, Kings County, New York",1104,236
1500000US360470117001,360470117001,"Block Group 1, Census Tract 117, Kings County, New York",1653,125
1500000US360470117002,360470117002,"Block Group 2, Census Tract 117, Kings County, New York",1395,254
1500000US360470117003,360470117003,"Block Group 3, Census Tract 117, Kings County, New York",1645,445
1500000US360470118001,360470118001,"Block Group 1, Census Tract 118, Kings County, New York",1256,168
1500000US360470118002,360470118002,"Block Group 2, Census Tract 118, Kings County, New York",1387,178
1500000US360470119001,360470119001,"Block Group 1, Census Tract 119, Kings County, New York",1375,632
1500000US360470119002,360470119002,"Block Group 2, Census Tract 119, Kings County, New York",1176,169
1500000US360470119003,360470119003,"Block Group 3, Census Tract 119, Kings County, New York",1452,149
1500000US360470120001,360470120001,"Block Group 1, Census Tract 120, Kings County, New York",1301,151
1500000US360470121001,360470121001,"Block Group 1, Census Tract 121, Kings County, New York",1582,201
1500000US360470121002,360470121002,"Block Group 2, Census Tract 121, Kings County, New York",1565,432
1500000US360470122001,360470122001,"Block Group 1, Census Tract 122, Kings County, New York",1185,133
1500000US360470122002,360470122002,"Block Group 2, Census Tract 122, Kings County, New York",1280,160
1500000US360470122003,360470122003,"Block Group 3, Census Tract 122, Kings County, New York",1292,178
1500000US360470126001,360470126001,"Block Group 1, Census Tract 126, Kings County, New York",1283,79
1500000US360470126002,360470126002,"Block Group 2, Census Tract 126, Kings County, New York",1274,306
1500000US360470126003,360470126003,"Block Group 3, Census Tract 126, Kings County, New York",1288,161
1500000US360470127001,360470127001,"Block Group 1, Census Tract 127, Kings County, New York",1552,1341
1500000US360470127002,360470127002,"Block Group 2, Census Tract 127, Kings County, New York",681,575
1500000US360470127003,360470127003,"Block Group 3, Census Tract 127, Kings County, New York",433,129
1500000US360470128011,360470128011,"Block Group 1, Census Tract 128.01, Kings County, New York",1215,133
1500000US360470129011,360470129011,"Block Group 1, Census Tract 129.01, Kings County, New York",1824,457
1500000US360470129012,360470129012,"Block Group 2, Census Tract 129.01, Kings County, New York","2,000+",***
1500000US360470129013,360470129013,"Block Group 3, Census Tract 129.01, Kings County, New York","2,000+",***
1500000US360470129021,360470129021,"Block Group 1, Census Tract 129.02, Kings County, New York","2,000+",***
1500000US360470129022,360470129022,"Block Group 2, Census Tract 129.02, Kings County, New York",1945,221
1500000US360470129023,360470129023,"Block Group 3, Census Tract 129.02, Kings County, New York",1915,163
1500000US360470130001,360470130001,"Block Group 1, Census Tract 130, Kings County, New York",1043,300
1500000US360470130002,360470130002,"Block Group 2, Census Tract 130, Kings County, New York",1234,106
1500000US360470130003,360470130003,"Block Group 3, Census Tract 130, Kings County, New York",1525,218
1500000US360470130004,360470130004,"Block Group 4, Census Tract 130, Kings County, New York",1161,61
1500000US360470131001,360470131001,"Block Group 1, Census Tract 131, Kings County, New York",1681,408
1500000US360470131002,360470131002,"Block Group 2, Census Tract 131, Kings County, New York","2,000+",***
1500000US360470131003,360470131003,"Block Group 3, Census Tract 131, Kings County, New York","2,000+",***
1500000US360470131004,360470131004,"Block Group 4, Census Tract 131, Kings County, New York",1624,197
1500000US360470132001,360470132001,"Block Group 1, Census Tract 132, Kings County, New York",1174,60
1500000US360470132002,360470132002,"Block Group 2, Census Tract 132, Kings County, New York",1347,81
1500000US360470133001,360470133001,"Block Group 1, Census Tract 133, Kings County, New York","2,000+",***
1500000US360470133002,360470133002,"Block Group 2, Census Tract 133, Kings County, New York","2,000+",***
1500000US360470133003,360470133003,"Block Group 3, Census Tract 133, Kings County, New York",1973,296
1500000US360470133004,360470133004,"Block Group 4, Census Tract 133, Kings County, New York",1901,493
1500000US360470134001,360470134001,"Block Group 1, Census Tract 134, Kings County, New York",1194,145
1500000US360470134002,360470134002,"Block Group 2, Census Tract 134, Kings County, New York",1394,159
1500000US360470134003,360470134003,"Block Group 3, Census Tract 134, Kings County, New York",1158,47
1500000US360470135001,360470135001,"Block Group 1, Census Tract 135, Kings County, New York",1973,444
1500000US360470135002,360470135002,"Block Group 2, Census Tract 135, Kings County, New York","2,000+",***
1500000US360470135003,360470135003,"Block Group 3, Census Tract 135, Kings County, New York","2,000+",***
1500000US360470136001,360470136001,"Block Group 1, Census Tract 136, Kings County, New York",1280,205
1500000US360470136002,360470136002,"Block Group 2, Census Tract 136, Kings County, New York",1493,200
1500000US360470136003,360470136003,"Block Group 3, Census Tract 136, Kings County, New York",1205,903
1500000US360470136004,360470136004,"Block Group 4, Census Tract 136, Kings County, New York",1288,162
1500000US360470137001,360470137001,"Block Group 1, Census Tract 137, Kings County, New York",1985,287
1500000US360470137002,360470137002,"Block Group 2, Census Tract 137, Kings County, New York",1578,389
1500000US360470137003,360470137003,"Block Group 3, Census Tract 137, Kings County, New York",1448,412
1500000US360470138001,360470138001,"Block Group 1, Census Tract 138, Kings County, New York",1328,92
1500000US360470138002,360470138002,"Block Group 2, Census Tract 138, Kings County, New York",1456,163
1500000US360470138003,360470138003,"Block Group 3, Census Tract 138, Kings County, New York",1488,190
1500000US360470139001,360470139001,"Block Group 1, Census Tract 139, Kings County, New York",1703,623
1500000US360470139002,360470139002,"Block Group 2, Census Tract 139, Kings County, New York",1714,271
1500000US360470139003,360470139003,"Block Group 3, Census Tract 139, Kings County, New York",1601,198
1500000US360470139004,360470139004,"Block Group 4, Census Tract 139, Kings County, New York",1402,177
1500000US360470140001,360470140001,"Block Group 1, Census Tract 140, Kings County, New York",1199,134
1500000US360470140002,360470140002,"Block Group 2, Census Tract 140, Kings County, New York",1149,62
1500000US360470141001,360470141001,"Block Group 1, Census Tract 141, Kings County, New York",1547,821
1500000US360470141002,360470141002,"Block Group 2, Census Tract 141, Kings County, New York",1726,125
1500000US360470141003,360470141003,"Block Group 3, Census Tract 141, Kings County, New York",1846,281
1500000US360470142001,360470142001,"Block Group 1, Census Tract 142, Kings County, New York",1219,128
1500000US360470142002,360470142002,"Block Group 2, Census Tract 142, Kings County, New York",1307,90
1500000US360470142003,360470142003,"Block Group 3, Census Tract 142, Kings County, New York",1250,147
1500000US360470143001,360470143001,"Block Group 1, Census Tract 143, Kings County, New York",1329,119
1500000US360470143002,360470143002,"Block Group 2, Census Tract 143, Kings County, New York",1694,203
1500000US360470143003,360470143003,"Block Group 3, Census Tract 143, Kings County, New York",1336,164
1500000US360470145001,360470145001,"Block Group 1, Census Tract 145, Kings County, New York",1648,127
1500000US360470145002,360470145002,"Block Group 2, Census Tract 145, Kings County, New York",1134,139
1500000US360470145003,360470145003,"Block Group 3, Census Tract 145, Kings County, New York",1447,129
1500000US360470145004,360470145004,"Block Group 4, Census Tract 145, Kings County, New York",1370,73
1500000US360470147001,360470147001,"Block Group 1, Census Tract 147, Kings County, New York",1500,1034
1500000US360470147002,360470147002,"Block Group 2, Census Tract 147, Kings County, New York",1566,206
1500000US360470148001,360470148001,"Block Group 1, Census Tract 148, Kings County, New York",1357,357
1500000US360470148002,360470148002,"Block Group 2, Census Tract 148, Kings County, New York",1754,83
1500000US360470149001,360470149001,"Block Group 1, Census Tract 149, Kings County, New York",1818,334
1500000US360470149002,360470149002,"Block Group 2, Census Tract 149, Kings County, New York","2,000+",***
